Geneid,Auxin1,Auxin2,Control1,Control2
FBgn0003459,1410,1723,1229,1403
FBgn0036422,83,70,39,65
FBgn0036421,0,1,0,0
FBgn0052141,25,18,13,16
FBgn0036415,5,5,3,3
FBgn0036416,88,88,88,113
FBgn0036417,0,0,0,0
FBgn0001085,2353,2822,2520,2818
FBgn0036419,13,14,28,24
FBgn0000411,54,70,95,84
FBgn0042630,22,34,30,25
FBgn0036411,14,22,95,69
FBgn0000639,3,2,1,1
FBgn0043550,0,0,1,1
FBgn0029167,89,91,218,227
FBgn0036382,24,33,20,14
FBgn0001108,1000,1157,863,986
FBgn0052137,11,4,6,5
FBgn0036389,0,0,0,0
FBgn0001216,93,131,72,81
FBgn0036393,3,3,5,12
FBgn0036394,1,1,4,11
FBgn0036395,345,424,295,316
FBgn0036398,3191,3478,2622,2923
FBgn0036402,1034,1053,857,900
FBgn0036403,166,136,123,114
FBgn0026418,3128,3428,2759,2748
FBgn0036405,581,677,459,483
FBgn0013563,943,1195,690,727
FBgn0036410,7,2,11,3
FBgn0036406,169,205,138,152
FBgn0036397,862,948,671,702
FBgn0036396,285,286,184,235
FBgn0036391,20,23,37,32
FBgn0036390,0,0,0,1
FBgn0025874,738,949,589,710
FBgn0036386,270,277,227,218
FBgn0026376,1048,1204,1014,1160
FBgn0036381,38,44,21,31
FBgn0040812,0,0,0,0
FBgn0036380,0,0,1,2
FBgn0036368,1773,1959,1628,1819
FBgn0036373,1464,1447,1077,1211
FBgn0036376,684,738,602,667
FBgn0036377,1,2,1,1
FBgn0036372,1061,1223,907,1069
FBgn0036369,2,2,2,3
FBgn0036367,0,0,0,1
FBgn0036366,677,790,578,655
FBgn0053262,0,0,0,0
FBgn0052129,9537,10542,11783,13095
FBgn0052128,9561,10439,11764,12923
FBgn0052126,9231,10309,11605,12673
FBgn0052127,11772,13266,13214,14566
FBgn0023095,2953,3380,3091,3280
FBgn0011844,18522,20149,21374,22982
FBgn0003034,1,0,0,0
FBgn0040814,1,0,0,0
FBgn0036348,3,3,0,1
FBgn0036349,0,1,0,0
FBgn0036350,0,0,0,0
FBgn0001256,0,1,0,1
FBgn0036352,0,1,1,2
FBgn0012010,9537,9859,11139,11727
FBgn0036364,12,10,12,10
FBgn0036365,334,375,314,346
FBgn0036363,0,1,0,0
FBgn0036361,0,0,1,0
FBgn0036360,14,19,31,25
FBgn0012009,9475,9738,11046,11648
FBgn0036359,15,17,45,29
FBgn0260459,11,9,20,26
FBgn0053263,3,3,4,4
FBgn0052121,15,15,78,78
FBgn0036356,491,495,424,431
FBgn0002573,9,11,8,11
FBgn0036354,939,877,650,773
FBgn0036353,331,398,250,306
FBgn0036351,0,2,2,3
FBgn0052119,0,0,0,1
FBgn0036321,0,0,0,0
FBgn0036323,202,273,82,89
FBgn0036328,0,1,2,0
FBgn0036329,0,1,0,1
FBgn0036330,4,13,8,9
FBgn0036331,107,122,96,89
FBgn0036334,687,904,648,685
FBgn0036336,211,208,165,217
FBgn0036340,701,754,635,675
FBgn0011284,2428,2621,2324,2619
FBgn0036341,1000,1057,764,821
FBgn0036342,523,561,508,603
FBgn0010452,452,413,334,257
FBgn0036346,0,0,0,0
FBgn0036345,0,0,0,0
FBgn0036343,0,0,0,0
FBgn0036337,1307,1485,1172,1278
FBgn0036335,151,159,125,134
FBgn0036333,871,873,804,879
FBgn0036332,1097,1257,880,889
FBgn0036327,0,0,0,0
FBgn0041622,0,0,0,0
FBgn0036325,0,0,0,0
FBgn0052115,565,574,544,650
FBgn0052117,48,46,47,54
FBgn0036324,295,307,179,162
FBgn0015904,77,89,63,103
FBgn0015919,26,38,26,31
FBgn0052111,123,145,84,99
FBgn0014343,177,202,99,111
FBgn0014007,722,707,601,672
FBgn0052112,320,314,271,322
FBgn0052109,610,700,494,486
FBgn0036305,448,488,374,386
FBgn0052113,362,439,345,389
FBgn0036311,14,12,23,27
FBgn0052110,86,92,74,82
FBgn0036318,707,748,653,721
FBgn0036319,288,331,273,286
FBgn0036320,0,1,1,0
FBgn0052107,0,0,0,1
FBgn0036317,312,315,310,311
FBgn0036316,5165,5139,5343,5664
FBgn0036314,266,280,246,231
FBgn0036310,2,1,2,0
FBgn0052106,5,2,1,1
FBgn0036309,608,679,528,562
FBgn0010235,518,624,544,538
FBgn0052105,26,18,16,17
FBgn0036277,121,154,124,114
FBgn0011279,0,0,1,0
FBgn0036286,629,613,552,557
FBgn0036291,106,122,75,91
FBgn0036300,268,271,210,281
FBgn0036301,226,230,226,208
FBgn0036299,1030,1189,1004,1092
FBgn0036298,317,409,316,370
FBgn0004926,1785,2034,1697,1806
FBgn0020388,703,773,463,586
FBgn0002466,507,380,431,320
FBgn0036294,114,94,82,70
FBgn0036292,245,271,178,182
FBgn0036289,66,66,44,40
FBgn0036288,546,687,634,715
FBgn0036287,100,102,76,62
FBgn0052102,0,0,0,0
FBgn0036285,4,8,3,6
FBgn0020655,683,707,613,666
FBgn0052103,6096,6255,5703,6010
FBgn0036282,239,191,197,237
FBgn0052104,216,233,194,206
FBgn0036279,1802,2129,1545,1811
FBgn0036278,0,0,0,0
FBgn0036246,0,0,0,1
FBgn0011335,280,294,254,224
FBgn0036248,523,588,527,549
FBgn0036249,208,243,176,208
FBgn0046296,190,221,177,197
FBgn0036257,499,589,447,444
FBgn0013997,974,1113,1019,1071
FBgn0052099,227,251,193,183
FBgn0027843,14,21,8,21
FBgn0036262,4,5,3,1
FBgn0000592,3,2,3,3
FBgn0000594,0,0,0,0
FBgn0036264,24,26,10,18
FBgn0052100,247,337,195,196
FBgn0036273,809,873,684,820
FBgn0036274,1,1,2,2
FBgn0036272,1044,1148,776,830
FBgn0036271,1407,1576,760,931
FBgn0036266,253,267,298,293
FBgn0022709,1512,1783,817,842
FBgn0036263,201,181,173,153
FBgn0036260,4,2,0,0
FBgn0036259,2,0,0,0
FBgn0036258,574,635,574,610
FBgn0011455,407,431,302,319
FBgn0036254,215,275,202,284
FBgn0036250,1,0,1,0
FBgn0022959,1338,1347,1366,1339
FBgn0036205,15,25,22,17
FBgn0036207,225,291,183,225
FBgn0004381,468,564,372,406
FBgn0036213,1234,1377,1402,1511
FBgn0036214,4,3,0,4
FBgn0036218,0,0,0,0
FBgn0036219,0,0,0,0
FBgn0036221,0,0,0,0
FBgn0011723,1,1,0,0
FBgn0036224,1,1,0,0
FBgn0036226,0,0,0,0
FBgn0036227,0,0,0,0
FBgn0036229,0,0,0,0
FBgn0036232,0,0,0,0
FBgn0036235,0,0,0,2
FBgn0036236,1,1,0,0
FBgn0036240,146,136,136,126
FBgn0036242,0,0,0,0
FBgn0041096,574,665,659,745
FBgn0036239,616,683,511,600
FBgn0026432,400,412,321,337
FBgn0036237,917,1116,982,979
FBgn0053265,0,0,0,0
FBgn0028573,35,11,875,994
FBgn0036230,0,0,1,2
FBgn0036228,0,0,0,0
FBgn0036225,0,0,0,0
FBgn0036222,0,0,0,1
FBgn0036220,1,6,1,2
FBgn0036217,0,0,0,0
FBgn0040816,8,8,0,0
FBgn0000404,1508,1440,1217,1113
FBgn0052095,367,398,317,359
FBgn0036211,1229,1288,1378,1542
FBgn0036212,100,91,82,117
FBgn0052093,3836,4438,4563,4703
FBgn0036208,1,1,1,0
FBgn0036206,0,3,0,2
FBgn0015278,832,838,728,798
FBgn0036204,37,39,32,15
FBgn0028667,0,0,0,0
FBgn0028668,0,0,0,0
FBgn0053500,1,6,2,4
FBgn0003377,0,0,0,1
FBgn0003373,0,1,0,0
FBgn0036168,3,4,4,3
FBgn0036173,585,772,451,552
FBgn0036176,12,22,11,10
FBgn0036179,36,30,28,32
FBgn0036184,200,240,189,212
FBgn0042138,1049,1138,894,918
FBgn0052091,1217,1267,2035,2550
FBgn0036188,300,348,321,349
FBgn0015828,1087,1128,939,1015
FBgn0036191,3002,3167,2892,3233
FBgn0036193,65,67,64,65
FBgn0036199,417,392,369,442
FBgn0052087,2,1,6,10
FBgn0041231,0,0,0,0
FBgn0036202,61,94,62,45
FBgn0040817,141,212,221,214
FBgn0036198,807,933,778,819
FBgn0036196,2722,2681,1826,1971
FBgn0036195,18,30,17,22
FBgn0036194,1120,1196,962,954
FBgn0036192,48,55,66,51
FBgn0052085,86,85,58,67
FBgn0036187,385,466,305,339
FBgn0036186,143,172,116,118
FBgn0036183,1,0,0,0
FBgn0036181,531,413,720,434
FBgn0036178,4,0,2,1
FBgn0036177,15,19,14,11
FBgn0003292,8,24,8,14
FBgn0052086,1,0,0,1
FBgn0053269,0,0,0,2
FBgn0053270,0,0,0,1
FBgn0053271,0,0,0,1
FBgn0053272,0,0,0,0
FBgn0003378,0,0,0,0
FBgn0036142,55,66,45,43
FBgn0036143,9,12,9,9
FBgn0036145,55,84,15,35
FBgn0036146,15,20,13,13
FBgn0064766,865,881,636,805
FBgn0041094,5186,5550,5841,4671
FBgn0036153,3,1,1,0
FBgn0036156,1,0,0,0
FBgn0036157,2,4,4,1
FBgn0036159,0,0,0,0
FBgn0036161,0,0,0,0
FBgn0036162,11,13,9,5
FBgn0036160,0,0,0,0
FBgn0036158,0,0,0,0
FBgn0036155,476,493,522,584
FBgn0036154,1,1,2,4
FBgn0036152,790,721,899,931
FBgn0036150,2,6,2,3
FBgn0061469,1061,1166,967,1020
FBgn0036147,5668,5909,5091,5788
FBgn0036108,0,0,0,0
FBgn0036109,0,0,1,0
FBgn0036110,0,1,0,0
FBgn0036112,0,0,0,0
FBgn0029172,1,0,0,0
FBgn0052079,0,1,0,1
FBgn0052081,1,0,0,0
FBgn0036116,97,114,47,60
FBgn0036118,94,126,68,99
FBgn0025355,0,0,0,0
FBgn0036124,267,300,220,258
FBgn0036131,0,0,2,0
FBgn0036133,260,282,270,240
FBgn0036135,105,118,88,99
FBgn0014368,0,0,0,0
FBgn0036138,1,1,1,0
FBgn0052082,1307,1559,1614,1697
FBgn0052076,211,237,167,207
FBgn0036141,460,512,431,410
FBgn0036139,1,0,1,2
FBgn0052074,1,1,1,0
FBgn0036136,180,264,163,197
FBgn0036134,604,631,534,521
FBgn0003462,612,767,592,690
FBgn0052073,2,5,0,1
FBgn0052071,0,0,0,0
FBgn0036128,0,0,0,0
FBgn0036126,329,410,204,210
FBgn0020412,1252,1355,1186,1241
FBgn0010741,576,722,510,504
FBgn0036121,1986,2288,1778,2091
FBgn0052075,204,270,182,202
FBgn0052069,144,162,106,143
FBgn0036117,309,319,239,215
FBgn0013469,2285,2271,2312,2480
FBgn0036111,1202,1409,1189,1191
FBgn0001179,481,535,354,377
FBgn0036090,111,131,124,91
FBgn0036091,36,34,34,21
FBgn0036093,2,3,1,1
FBgn0036094,2,4,4,5
FBgn0036096,366,389,312,319
FBgn0052068,199,215,136,165
FBgn0010762,3114,3131,3253,3466
FBgn0036099,485,535,435,464
FBgn0036102,0,0,1,0
FBgn0026160,8720,8925,8257,9048
FBgn0036105,152,169,131,135
FBgn0036107,235,304,241,236
FBgn0027615,168,206,172,208
FBgn0036106,2,3,1,2
FBgn0036104,552,611,419,503
FBgn0047038,179,196,137,178
FBgn0052066,2078,2231,2133,2254
FBgn0000629,210,206,198,208
FBgn0036089,0,2,0,0
FBgn0036082,3,1,1,0
FBgn0052061,0,0,0,0
FBgn0045770,0,1,1,1
FBgn0052064,0,0,0,0
FBgn0052062,3210,3319,3821,4075
FBgn0036085,0,0,0,1
FBgn0011802,365,395,312,334
FBgn0052058,0,0,0,0
FBgn0036083,0,0,0,0
FBgn0036070,0,0,0,0
FBgn0036075,0,0,0,0
FBgn0036080,1,0,0,0
FBgn0011569,0,0,0,0
FBgn0036078,0,0,0,0
FBgn0052055,104,129,89,88
FBgn0000451,30,20,31,16
FBgn0052057,24,26,17,13
FBgn0036072,1,0,0,0
FBgn0052054,0,0,0,2
FBgn0052053,0,0,0,1
FBgn0036066,0,0,1,0
FBgn0036043,4129,4346,5164,5364
FBgn0044051,1,0,2,1
FBgn0036046,0,0,0,0
FBgn0044328,6,10,10,18
FBgn0027567,1144,1266,1079,1052
FBgn0025866,2035,2193,1994,2075
FBgn0036059,469,513,443,435
FBgn0026404,1715,1868,1344,1630
FBgn0040823,80,118,130,155
FBgn0036063,97,144,110,133
FBgn0036062,100,99,93,74
FBgn0036058,544,614,409,481
FBgn0036057,0,0,0,0
FBgn0036056,0,0,0,0
FBgn0011836,453,525,464,492
FBgn0036053,2638,3200,2155,2830
FBgn0036052,290,341,322,345
FBgn0004390,6112,6104,5899,6465
FBgn0015618,346,357,244,316
FBgn0028429,683,737,498,570
FBgn0044048,0,0,1,0
FBgn0044049,0,0,0,0
FBgn0044050,1,1,0,0
FBgn0036044,0,0,0,2
FBgn0036009,0,1,0,0
FBgn0036014,4,2,3,6
FBgn0036016,1,1,1,1
FBgn0036018,154,193,194,243
FBgn0036020,444,534,379,469
FBgn0036022,3,2,1,1
FBgn0036023,4,1,1,2
FBgn0036024,3,0,0,1
FBgn0036028,126,126,128,122
FBgn0036029,2,1,4,2
FBgn0015321,1567,1695,1530,1625
FBgn0036032,915,988,898,1006
FBgn0045823,4520,4809,3064,3313
FBgn0036036,93,99,75,74
FBgn0036038,570,664,447,545
FBgn0019644,675,740,521,638
FBgn0036040,2,4,2,3
FBgn0036035,198,294,169,212
FBgn0040475,1990,2288,1676,1839
FBgn0036031,0,2,0,4
FBgn0036030,3556,3815,4670,5056
FBgn0016081,1572,1726,1616,1764
FBgn0036019,117,134,102,103
FBgn0036015,0,0,0,0
FBgn0036010,0,0,2,3
FBgn0010408,1693,1820,1776,1886
FBgn0036008,720,864,633,621
FBgn0036007,4640,4577,6260,6275
FBgn0035969,25,25,34,37
FBgn0035971,0,1,1,0
FBgn0035975,1468,1708,1589,1738
FBgn0035977,2581,2631,2695,2791
FBgn0052040,53,30,39,27
FBgn0052039,118,139,82,111
FBgn0035980,56,80,52,45
FBgn0035982,37,52,19,22
FBgn0001224,615,800,736,718
FBgn0001226,1273,1488,1212,1136
FBgn0035985,5,6,4,6
FBgn0023129,225,343,478,611
FBgn0015296,1405,1692,1181,1274
FBgn0040305,1382,1502,1190,1290
FBgn0035995,573,743,508,554
FBgn0035999,219,263,153,217
FBgn0036004,1051,1080,881,920
FBgn0052037,119,88,77,52
FBgn0052036,12,17,11,4
FBgn0036005,352,441,313,331
FBgn0011327,470,536,396,449
FBgn0036000,490,534,462,486
FBgn0035998,367,447,259,308
FBgn0035997,884,982,775,857
FBgn0035996,217,287,111,137
FBgn0005533,597,665,610,659
FBgn0035989,3106,3217,2898,3160
FBgn0035988,84,92,64,87
FBgn0035986,607,665,546,586
FBgn0015218,1087,1205,1051,1152
FBgn0035983,2891,3177,2689,2964
FBgn0001227,1,7,5,4
FBgn0001225,3049,3556,2893,2688
FBgn0001229,167,196,214,168
FBgn0011769,332,425,259,298
FBgn0004379,433,382,420,371
FBgn0035970,0,0,0,0
FBgn0035968,584,737,308,384
FBgn0035993,339,364,313,368
FBgn0052034,6900,7935,8509,9205
FBgn0035936,1814,2031,1814,2009
FBgn0040321,1492,1394,1544,1499
FBgn0011787,361,394,273,275
FBgn0035941,1,3,4,2
FBgn0035944,280,390,251,267
FBgn0035947,875,917,795,900
FBgn0035949,30,45,12,9
FBgn0035951,269,285,193,257
FBgn0035953,474,450,427,475
FBgn0035954,8,15,6,17
FBgn0028789,3,6,5,7
FBgn0035957,17,22,7,11
FBgn0035960,59,71,72,75
FBgn0023479,1072,1280,1552,1873
FBgn0043806,2319,2590,2144,2236
FBgn0040827,371,448,247,315
FBgn0004244,8,9,11,5
FBgn0035965,164,235,168,162
FBgn0011206,727,804,819,871
FBgn0035959,919,949,723,862
FBgn0000116,243,260,133,141
FBgn0035955,1,2,0,0
FBgn0016070,1176,1224,1100,1143
FBgn0035952,75,63,65,64
FBgn0035948,23,32,10,14
FBgn0035943,2,3,0,3
FBgn0035942,261,281,163,203
FBgn0052029,3,1,0,2
FBgn0035922,0,0,0,0
FBgn0035923,489,567,303,337
FBgn0000357,2,7,5,3
FBgn0000358,1,0,1,0
FBgn0000356,2,1,0,0
FBgn0035924,1,0,0,0
FBgn0052024,0,0,0,0
FBgn0035932,0,0,0,0
FBgn0035933,1,2,1,7
FBgn0052026,68,70,145,150
FBgn0020633,363,312,319,260
FBgn0035934,0,0,1,1
FBgn0035931,5,9,6,3
FBgn0035929,0,1,0,0
FBgn0035928,0,0,0,0
FBgn0035926,0,0,2,0
FBgn0040828,0,0,0,0
FBgn0003149,152,134,93,112
FBgn0052022,197,255,139,165
FBgn0011509,766,877,636,723
FBgn0000121,7,11,2,3
FBgn0035921,4,18,8,8
FBgn0035875,0,1,1,0
FBgn0035876,118,113,157,143
FBgn0011762,148,152,108,139
FBgn0035877,481,498,380,438
FBgn0001253,15,10,20,14
FBgn0035886,7,11,22,28
FBgn0035888,64,56,111,113
FBgn0035890,208,216,168,208
FBgn0010431,42,54,33,38
FBgn0020224,935,887,768,813
FBgn0010825,1378,1345,1332,1331
FBgn0035901,229,278,173,207
FBgn0035903,41,70,22,26
FBgn0035904,270,318,243,227
FBgn0024236,3176,3688,2214,2625
FBgn0035909,1138,1224,967,1117
FBgn0260442,3861,3672,3919,3937
FBgn0060292,55,46,49,65
FBgn0060291,59,58,70,73
FBgn0035914,3,6,6,4
FBgn0035915,1,0,1,1
FBgn0052351,0,0,0,0
FBgn0035918,202,212,175,164
FBgn0035916,244,288,227,267
FBgn0017429,218,287,199,239
FBgn0017430,237,259,199,208
FBgn0035911,121,104,105,117
FBgn0035907,128,165,87,108
FBgn0035906,774,849,730,659
FBgn0035902,147,190,140,160
FBgn0035900,516,534,442,384
FBgn0035896,479,442,405,402
FBgn0052354,245,212,722,629
FBgn0035889,0,0,0,0
FBgn0035887,2,2,7,6
FBgn0001248,3736,3682,3341,3446
FBgn0035878,664,727,595,675
FBgn0053057,1,1,3,0
FBgn0028379,60,57,39,34
FBgn0027549,431,489,315,358
FBgn0026252,1171,1422,1150,1337
FBgn0035838,194,216,167,206
FBgn0010350,1209,1346,972,1049
FBgn0002899,476,459,387,432
FBgn0035848,319,330,319,377
FBgn0035850,843,956,735,809
FBgn0035851,451,526,391,441
FBgn0035854,373,374,351,375
FBgn0035856,2,4,3,7
FBgn0035857,0,0,0,0
FBgn0040832,1,0,0,0
FBgn0035859,2,2,2,2
FBgn0015793,381,529,378,352
FBgn0035867,311,263,212,242
FBgn0035873,0,2,0,2
FBgn0035872,826,830,782,788
FBgn0035871,588,708,441,507
FBgn0035870,156,178,97,125
FBgn0035868,94,101,50,80
FBgn0035866,240,295,217,241
FBgn0035865,2,0,3,3
FBgn0027569,864,911,831,854
FBgn0035861,0,0,0,0
FBgn0035858,1,2,0,2
FBgn0052364,3,9,10,5
FBgn0035855,1,0,1,2
FBgn0035853,712,820,576,620
FBgn0035852,9,10,12,17
FBgn0035849,331,440,309,354
FBgn0035847,7,15,8,8
FBgn0020392,451,511,360,487
FBgn0040290,222,160,192,166
FBgn0035845,2,6,8,6
FBgn0035844,4,0,0,0
FBgn0035842,398,369,294,295
FBgn0029113,789,888,693,718
FBgn0042112,132,172,119,166
FBgn0035839,165,195,126,180
FBgn0035833,470,470,485,540
FBgn0052363,7920,9433,9274,10409
FBgn0052362,9251,11345,10766,12207
FBgn0052361,8742,10300,9913,11269
FBgn0052360,10022,12010,11239,12523
FBgn0052359,8904,10570,10270,11629
FBgn0052358,8988,10888,10331,11643
FBgn0026263,247,291,292,233
FBgn0052365,284,317,185,175
FBgn0035823,9,6,3,3
FBgn0035824,323,272,234,262
FBgn0052368,1448,1667,726,790
FBgn0035827,376,448,335,367
FBgn0041156,243,269,306,297
FBgn0035830,451,483,334,389
FBgn0011817,3219,3619,3236,3398
FBgn0052370,7929,9208,10082,10502
FBgn0035831,327,372,235,284
FBgn0035829,127,165,117,106
FBgn0027554,375,446,351,386
FBgn0024187,995,961,903,1032
FBgn0035825,490,517,431,474
FBgn0003041,1743,1677,1675,1852
FBgn0016694,3693,3998,3413,3746
FBgn0052369,5609,6306,5455,5412
FBgn0052371,2,0,0,0
FBgn0035789,0,1,0,0
FBgn0035790,0,0,0,0
FBgn0035793,933,984,954,1031
FBgn0028582,1144,1281,1137,1137
FBgn0035798,2,0,1,0
FBgn0035799,0,0,0,0
FBgn0052373,8,6,2,1
FBgn0035806,119,153,65,66
FBgn0035811,2861,3170,2809,3238
FBgn0035816,2,5,1,4
FBgn0035817,2,0,0,3
FBgn0035815,2,3,3,3
FBgn0035813,1,2,0,1
FBgn0035812,1208,1357,988,1089
FBgn0035807,643,653,547,598
FBgn0035805,262,292,174,229
FBgn0053276,78,79,82,64
FBgn0035800,0,1,0,0
FBgn0035797,0,1,0,0
FBgn0052376,0,0,0,0
FBgn0052374,0,0,0,0
FBgn0035795,0,1,0,0
FBgn0035792,0,0,0,0
FBgn0035791,103,114,147,141
FBgn0015033,2,3,5,5
FBgn0035750,0,0,0,1
FBgn0024542,525,605,408,552
FBgn0016036,10,6,8,15
FBgn0035760,44,65,35,37
FBgn0035762,1242,1436,945,1145
FBgn0002909,0,0,0,0
FBgn0019662,3011,3326,2631,3012
FBgn0035771,1123,1264,1000,1062
FBgn0082598,1299,1325,1066,1140
FBgn0016983,831,889,788,800
FBgn0035777,12,6,6,3
FBgn0052379,0,1,0,0
FBgn0035779,0,0,0,0
FBgn0035780,0,0,1,0
FBgn0053278,1,3,0,1
FBgn0035785,3,4,1,1
FBgn0035786,0,0,0,0
FBgn0035788,0,0,0,0
FBgn0035787,0,0,0,0
FBgn0052382,2,0,2,1
FBgn0052383,0,0,0,0
FBgn0035782,0,0,1,1
FBgn0014011,1950,2231,1906,2203
FBgn0035781,4,4,1,2
FBgn0035776,2,7,4,1
FBgn0052380,552,596,487,542
FBgn0035772,1203,1229,1204,1195
FBgn0035770,6689,6944,5722,5554
FBgn0035769,343,333,344,286
FBgn0015298,439,522,361,441
FBgn0035768,122,117,88,78
FBgn0035767,397,378,370,308
FBgn0035763,1519,1731,1312,1485
FBgn0035761,301,293,215,218
FBgn0035756,8,7,4,4
FBgn0035755,10,10,15,11
FBgn0035754,394,487,367,440
FBgn0012058,641,743,624,663
FBgn0028648,151,149,136,151
FBgn0035753,1315,1439,1334,1479
FBgn0035751,8,8,7,10
FBgn0035718,0,0,1,0
FBgn0035719,261,253,254,279
FBgn0035721,267,356,237,291
FBgn0029117,112,139,93,130
FBgn0035726,720,925,584,691
FBgn0047205,38,43,33,38
FBgn0035734,0,0,0,0
FBgn0035737,0,0,1,0
FBgn0035741,3,0,1,1
FBgn0035743,0,0,0,0
FBgn0010387,55,55,46,56
FBgn0023001,72,64,90,113
FBgn0040837,242,251,353,330
FBgn0035742,0,0,0,0
FBgn0002775,370,367,350,393
FBgn0035736,4,0,1,1
FBgn0035735,1,0,0,1
FBgn0052391,0,0,0,0
FBgn0035733,17,16,15,9
FBgn0035730,0,0,0,0
FBgn0001104,1754,2079,1793,1930
FBgn0035727,214,189,180,211
FBgn0035725,111,109,91,109
FBgn0035724,61,42,39,40
FBgn0035722,90,137,79,125
FBgn0035720,1427,1664,1230,1307
FBgn0035711,2,3,1,3
FBgn0035714,360,410,259,289
FBgn0041194,1,1,0,0
FBgn0052392,0,7,5,15
FBgn0035715,754,863,799,863
FBgn0035713,2719,2882,2646,2822
FBgn0005626,7,6,4,3
FBgn0035710,542,525,351,350
FBgn0041232,0,0,0,0
FBgn0035709,0,0,0,0
FBgn0035703,226,218,176,196
FBgn0020251,1855,1905,1682,1767
FBgn0052396,19,16,30,22
FBgn0042185,444,467,523,501
FBgn0035708,759,816,778,835
FBgn0004619,2,1,0,0
FBgn0024177,0,0,4,6
FBgn0002926,3,11,20,18
FBgn0035704,449,513,387,496
FBgn0035702,106,152,121,123
FBgn0020641,0,0,1,0
FBgn0020642,1,0,0,0
FBgn0020643,0,0,1,0
FBgn0020646,0,0,0,0
FBgn0020644,0,0,1,0
FBgn0020645,0,0,0,0
FBgn0035686,1,0,0,1
FBgn0035687,0,0,0,0
FBgn0035689,561,555,391,434
FBgn0035691,120,134,103,138
FBgn0024921,935,1137,830,895
FBgn0035693,255,264,217,250
FBgn0041625,0,0,0,0
FBgn0035699,282,342,149,174
FBgn0001258,779,997,405,538
FBgn0035697,12,9,5,6
FBgn0035696,18,17,14,14
FBgn0004513,15,41,11,12
FBgn0035695,10,13,5,5
FBgn0035694,6,5,4,8
FBgn0002526,12757,13219,12187,12608
FBgn0035692,429,505,326,404
FBgn0022935,396,466,405,372
FBgn0022699,482,512,456,498
FBgn0035690,420,476,364,399
FBgn0035688,743,727,558,650
FBgn0035685,0,0,0,0
FBgn0020765,0,0,0,0
FBgn0042118,0,0,0,0
FBgn0052404,0,0,0,0
FBgn0052405,0,0,0,0
FBgn0035641,11,9,3,0
FBgn0035642,5,5,0,0
FBgn0035643,6,3,3,4
FBgn0035645,4,1,3,3
FBgn0052409,414,465,440,455
FBgn0035648,0,1,1,1
FBgn0052407,466,693,631,782
FBgn0052406,1,0,0,1
FBgn0040060,0,0,0,2
FBgn0035663,0,0,0,0
FBgn0035665,0,0,1,1
FBgn0035666,0,0,0,1
FBgn0028980,334,394,311,303
FBgn0035669,1,0,1,1
FBgn0035673,0,2,0,1
FBgn0035675,112,151,111,116
FBgn0035676,65,72,78,70
FBgn0035677,7,4,2,2
FBgn0061492,463,522,402,497
FBgn0005658,3,4,0,4
FBgn0020640,0,0,0,0
FBgn0020639,0,0,0,0
FBgn0020638,4,2,0,1
FBgn0020637,3,4,0,2
FBgn0042119,0,0,0,0
FBgn0035679,312,329,269,327
FBgn0035678,63,66,55,74
FBgn0035674,638,664,549,621
FBgn0035670,5,2,3,5
FBgn0035667,2,3,1,2
FBgn0035661,1,2,0,4
FBgn0035657,0,4,0,0
FBgn0035656,1011,1093,1549,1827
FBgn0002638,592,568,490,468
FBgn0035649,14,12,8,8
FBgn0035647,0,0,0,0
FBgn0052413,0,0,0,0
FBgn0052412,2062,1952,1378,1651
FBgn0035644,233,197,223,186
FBgn0029121,650,777,524,666
FBgn0040239,494,661,447,502
FBgn0035617,1594,1710,1227,1324
FBgn0035620,22,17,14,16
FBgn0035623,112,174,55,72
FBgn0035625,8,12,10,7
FBgn0035626,460,538,1000,1189
FBgn0016756,2325,2812,2391,2735
FBgn0035631,563,672,463,564
FBgn0035639,507,566,423,558
FBgn0035640,321,284,249,256
FBgn0035638,9,19,9,9
FBgn0035636,88,77,41,34
FBgn0040298,571,672,535,544
FBgn0052418,173,156,149,148
FBgn0035632,853,915,707,782
FBgn0035630,1833,2001,1875,2064
FBgn0035627,309,302,267,261
FBgn0035624,403,497,270,342
FBgn0035622,1113,1241,780,994
FBgn0035621,12,8,7,7
FBgn0035619,60,53,66,73
FBgn0003486,27,15,27,16
FBgn0015766,3286,3646,2341,2388
FBgn0029118,458,452,452,480
FBgn0035612,32,39,25,21
FBgn0035611,1,1,1,1
FBgn0011986,18268,20045,18732,20360
FBgn0052420,2661,2939,3463,3504
FBgn0035600,627,759,596,650
FBgn0035607,0,1,0,0
FBgn0035610,5,4,7,3
FBgn0035608,2874,3281,213,218
FBgn0035604,6,1,3,0
FBgn0035603,248,250,217,203
FBgn0035601,613,729,570,627
FBgn0004380,776,884,736,674
FBgn0052421,2162,2303,2842,2767
FBgn0016031,64,70,66,80
FBgn0035594,6,1,7,7
FBgn0040842,1,1,4,3
FBgn0035593,162,201,180,175
FBgn0035591,250,330,201,228
FBgn0035589,205,251,211,235
FBgn0035587,5,4,4,2
FBgn0028962,331,347,266,295
FBgn0010747,566,658,554,627
FBgn0035598,1,0,0,0
FBgn0035586,192,233,171,200
FBgn0035588,115,150,106,137
FBgn0035590,84,116,72,81
FBgn0035592,99,130,73,97
FBgn0040843,0,1,1,4
FBgn0052523,0,0,0,0
FBgn0011954,8317,9270,10725,12012
FBgn0031169,3,4,3,10
