Geneid,CHD1fem1,CHD1fem2,OREfem1,OREfem2
FBgn0284232,0,0,0,0
FBgn0284233,0,0,0,0
FBgn0284234,0,0,0,0
FBgn0284235,0,0,0,0
FBgn0284236,0,0,0,0
FBgn0284237,0,0,0,0
FBgn0284238,5,6,7,16
FBgn0284243,1137,841,2817,1927
FBgn0284244,10,4,6,8
FBgn0284245,24514,16408,79455,65962
FBgn0284246,16,16,110,48
FBgn0284247,275,146,313,260
FBgn0284248,369,304,1260,794
FBgn0284249,104,76,374,263
FBgn0284251,91,54,296,168
FBgn0284252,675,467,1360,837
FBgn0284253,189,121,498,371
FBgn0284254,74,37,116,93
FBgn0284255,39,47,102,77
FBgn0284256,363,205,801,467
FBgn0284257,1081,582,3202,2583
FBgn0284408,3266,1818,6576,5036
FBgn0284409,2,0,0,0
FBgn0284410,0,0,0,0
FBgn0284411,2,0,2,0
FBgn0284412,0,0,0,0
FBgn0284413,0,0,0,0
FBgn0284414,0,0,0,2
FBgn0284415,0,0,0,0
FBgn0284416,2,0,0,0
FBgn0284417,0,0,0,0
FBgn0284418,0,0,0,0
FBgn0284419,0,0,0,0
FBgn0284420,0,0,0,0
FBgn0284421,148,91,297,187
FBgn0284435,32,33,382,282
FBgn0284436,311,165,941,1017
FBgn0284442,2,2,23,18
FBgn0284444,6,11,31,23
FBgn0285879,500,314,985,644
FBgn0285892,118,80,311,171
FBgn0285896,46,19,74,28
FBgn0285910,567,367,1467,1026
FBgn0285911,90,63,203,150
FBgn0285912,18,14,10,12
FBgn0285913,311,136,650,472
FBgn0285917,2422,1377,4089,3150
FBgn0285925,5413,2749,11570,8684
FBgn0285926,540,292,1543,1084
FBgn0285937,193,86,554,416
FBgn0285938,0,0,14,10
FBgn0285940,0,0,0,0
FBgn0285941,0,0,0,0
FBgn0285943,0,0,2,0
FBgn0285944,3800,2098,11776,8710
FBgn0285947,1774,1253,4936,4340
FBgn0285948,1293,840,4249,3703
FBgn0285949,1207,843,4130,3555
FBgn0285950,1737,1116,5629,4403
FBgn0285951,31,10,50,28
FBgn0285952,635,465,2270,1785
FBgn0285954,112,97,308,251
FBgn0285955,1499,902,3996,2400
FBgn0285958,0,0,0,0
FBgn0285959,0,0,0,0
FBgn0285963,370,264,957,733
FBgn0285966,0,0,0,0
FBgn0285969,0,0,0,0
FBgn0285970,0,0,0,0
FBgn0285971,36,28,62,63
FBgn0285991,940,549,1950,1633
FBgn0285992,45,43,165,108
FBgn0285993,0,0,0,0
FBgn0285994,0,0,0,0
FBgn0286027,20,8,60,37
FBgn0286028,132,82,396,309
FBgn0286029,0,2,4,10
FBgn0286030,4,0,10,8
FBgn0286031,0,0,0,0
FBgn0286032,2,2,5,0
FBgn0286033,0,0,0,0
FBgn0286034,18,14,93,61
FBgn0286035,3,1,9,11
FBgn0286036,0,0,0,0
FBgn0286037,10,5,26,21
FBgn0286038,0,0,0,0
FBgn0286039,0,0,0,3
FBgn0286040,6,0,3,4
FBgn0286041,0,0,0,3
FBgn0286042,11,5,34,11
FBgn0286051,90,32,190,137
FBgn0286070,269,197,719,525
FBgn0286071,263,138,577,402
FBgn0286075,54,59,151,107
FBgn0286198,134,120,424,473
FBgn0286199,2,4,22,8
FBgn0286203,355,179,627,476
FBgn0286204,2,0,0,6
FBgn0286213,1190,800,3627,2907
FBgn0286222,559,389,1142,1064
FBgn0286506,136,83,266,299
FBgn0286507,20,2,78,32
FBgn0286508,0,0,0,0
FBgn0286511,117,106,220,159
FBgn0286516,3248,2012,13551,8807
FBgn0286567,292,195,605,439
FBgn0286723,32,14,872,481
FBgn0286726,0,0,0,2
FBgn0286727,0,0,1,0
FBgn0286728,0,0,0,0
FBgn0286729,0,0,0,0
FBgn0286730,6,0,10,4
FBgn0286731,4,3,14,17
FBgn0286732,1,2,8,4
FBgn0286733,5,4,8,5
FBgn0286734,5,4,31,24
FBgn0286735,0,0,0,0
FBgn0286736,8,6,29,30
FBgn0286737,0,0,0,0
FBgn0286738,0,0,0,0
FBgn0286739,0,0,0,2
FBgn0286740,0,0,0,0
FBgn0286741,0,0,0,0
FBgn0286758,0,0,0,0
FBgn0286778,2856,1423,7870,7819
FBgn0286781,965,525,1833,1412
FBgn0286782,26,4,28,8
FBgn0286783,328,228,1183,1310
FBgn0286784,803,539,1850,1778
FBgn0286785,258,232,638,421
FBgn0286786,9,9,104,36
FBgn0286788,4,8,34,12
FBgn0286809,120,111,284,265
FBgn0286813,805,440,1694,1328
FBgn0286818,1341,984,3294,2337
FBgn0286827,430,208,1651,1063
FBgn0286828,63,43,161,95
FBgn0286833,0,1,2,0
FBgn0286834,0,0,0,0
FBgn0286852,33,18,42,45
FBgn0286867,0,0,0,0
FBgn0286868,0,0,0,0
FBgn0286869,3,8,4,8
FBgn0286870,0,0,0,0
FBgn0286871,0,0,2,0
FBgn0286872,0,0,6,3
FBgn0286873,6,0,4,0
FBgn0286874,0,0,0,0
FBgn0286875,5,0,18,11
FBgn0286876,0,0,0,0
FBgn0286877,4,4,4,6
FBgn0286878,3,1,0,3
FBgn0286879,6,4,10,4
FBgn0286880,0,1,5,8
FBgn0286881,0,0,0,1
FBgn0286882,0,0,0,0
FBgn0286883,2,0,23,8
FBgn0286884,0,0,4,0
FBgn0286885,0,0,0,0
FBgn0286889,0,0,0,0
FBgn0286890,0,2,10,8
FBgn0286891,0,0,0,3
FBgn0286892,0,0,0,0
FBgn0286893,0,0,0,0
FBgn0286898,546,344,1057,901
FBgn0286913,2,0,0,0
FBgn0286914,3,2,9,6
FBgn0286915,0,0,0,0
FBgn0286916,0,0,0,0
FBgn0286917,0,0,0,0
FBgn0286918,0,0,2,2
FBgn0286919,0,0,0,0
FBgn0286920,0,0,0,0
FBgn0286921,0,0,0,0
FBgn0286925,1,2,5,6
FBgn0286926,0,0,0,0
FBgn0286927,0,0,1,8
FBgn0286928,0,0,2,14
FBgn0286929,0,0,0,0
FBgn0286930,0,0,0,0
FBgn0286931,0,0,0,0
FBgn0286932,0,0,0,0
FBgn0286933,0,2,0,0
FBgn0286937,0,0,0,0
FBgn0286938,0,0,0,0
FBgn0286939,0,0,0,0
FBgn0286940,0,0,0,0
FBgn0286941,0,0,0,0
FBgn0286976,0,0,0,2
FBgn0286977,0,0,0,0
FBgn0286979,0,0,0,0
FBgn0286980,0,0,0,0
FBgn0287182,1517,937,3703,3103
FBgn0287183,583,318,1843,1556
FBgn0287184,19,10,157,168
FBgn0287185,2,4,0,6
FBgn0287186,167,98,460,382
FBgn0287187,93,56,327,316
FBgn0287204,41,24,94,83
FBgn0287209,210,93,444,324
FBgn0287210,0,0,0,0
FBgn0287211,0,0,0,0
FBgn0287212,0,0,0,3
FBgn0287213,0,0,2,0
FBgn0287214,0,0,2,4
FBgn0287215,2,0,6,4
FBgn0287216,0,0,0,0
FBgn0287217,5,4,5,10
FBgn0287218,61,45,139,85
FBgn0287225,133,78,366,284
FBgn0287234,203,90,493,237
FBgn0287423,3988,3161,3948,2779
FBgn0287454,83,47,399,928
FBgn0287460,0,0,0,0
FBgn0287461,45,25,96,92
FBgn0287462,0,0,2,7
FBgn0287463,0,0,0,0
FBgn0287464,0,0,0,0
FBgn0287465,0,0,0,0
FBgn0287466,0,0,0,0
FBgn0287478,1210,684,2939,2271
FBgn0287585,437,320,1248,586
FBgn0287586,0,0,0,0
FBgn0287587,0,0,0,0
FBgn0287588,0,0,0,0
FBgn0287589,0,0,0,0
FBgn0287590,0,0,0,0
FBgn0287591,0,0,0,0
FBgn0287592,20,9,82,58
FBgn0287594,0,0,0,0
FBgn0287595,0,0,0,0
FBgn0287596,0,0,0,0
FBgn0287597,63,31,137,92
FBgn0287598,0,0,0,0
FBgn0287599,0,0,0,0
FBgn0287600,0,0,2,0
FBgn0287601,0,0,2,5
FBgn0287602,42,26,108,119
FBgn0287603,110,58,230,180
FBgn0287604,0,0,5,4
FBgn0287605,2,0,28,42
FBgn0287606,42,20,111,140
FBgn0287607,6,4,24,16
FBgn0287608,12,16,87,60
FBgn0287609,8,4,42,56
FBgn0287610,0,0,0,0
FBgn0287611,0,0,0,0
FBgn0287612,2,5,4,6
FBgn0287613,15,17,41,45
FBgn0287614,54,19,112,135
FBgn0287615,12,10,34,25
FBgn0287616,0,0,7,2
FBgn0287617,75,54,296,402
FBgn0287618,25,21,105,92
FBgn0287619,13,2,32,36
FBgn0287620,4,12,4,11
FBgn0287621,0,0,0,2
FBgn0287630,0,0,0,0
FBgn0287631,101,31,265,168
FBgn0287632,11,6,18,4
FBgn0287633,2,0,2,2
FBgn0287645,4,0,2,2
FBgn0287667,59,35,203,166
FBgn0287668,0,0,0,1
FBgn0287669,0,0,0,2
FBgn0287670,0,0,2,1
FBgn0287695,55,33,129,121
FBgn0287696,36,18,76,76
FBgn0287720,3,2,3,6
FBgn0287724,1045,558,2421,1904
FBgn0287725,1142,637,2117,1960
FBgn0287767,81,41,217,158
FBgn0287768,4,4,0,6
FBgn0287774,71,24,134,52
FBgn0287775,696,403,1316,857
FBgn0287788,0,0,0,0
FBgn0287825,891,517,1894,1297
FBgn0287828,255,129,756,344
FBgn0287831,255,88,487,346
FBgn0287844,251,137,341,393
FBgn0287864,136,83,251,189
FBgn0287873,1468,841,2677,2140
FBgn0288229,1096,622,3002,2257
FBgn0288232,14,24,36,56
FBgn0288310,2115,1259,2953,2646
FBgn0288433,18,4,27,26
FBgn0288447,25,11,23,2
FBgn0288469,126,87,278,247
FBgn0288470,219,127,486,388
FBgn0288631,78,50,176,149
FBgn0288686,52,48,53,62
FBgn0288690,2,0,0,2
FBgn0288700,104,54,213,154
FBgn0288701,6,0,2,1
FBgn0288705,1,2,10,6
FBgn0288728,0,0,0,0
FBgn0288729,0,0,0,0
FBgn0288730,0,0,0,0
FBgn0288731,0,0,0,0
FBgn0288732,0,0,0,0
FBgn0288733,0,0,0,0
FBgn0288734,0,0,0,0
FBgn0288735,0,0,0,0
FBgn0288736,0,0,0,0
FBgn0288737,0,0,0,0
FBgn0288738,0,0,0,0
FBgn0288739,0,0,0,0
FBgn0288740,0,0,0,0
FBgn0288741,0,0,0,0
FBgn0288742,0,0,0,0
FBgn0288743,0,0,0,0
FBgn0288744,0,0,0,0
FBgn0288745,0,0,0,0
FBgn0288746,0,0,0,0
FBgn0288747,0,0,0,0
FBgn0288748,0,0,0,0
FBgn0288809,4,2,0,2
FBgn0288810,6,3,34,8
FBgn0288811,0,0,0,0
FBgn0288833,4,6,12,10
FBgn0288834,6,0,12,4
FBgn0288835,0,0,0,0
FBgn0288846,155,66,412,430
FBgn0288856,10,6,45,46
FBgn0288857,58,48,168,149
FBgn0288875,148,102,366,292
FBgn0288888,30,12,117,83
FBgn0288966,251,190,547,469
FBgn0288967,43,34,88,92
FBgn0288976,140,72,309,174
FBgn0289108,16,8,40,31
FBgn0289122,64,48,201,195
FBgn0289323,94,51,197,177
FBgn0289438,0,2,0,2
FBgn0289439,0,0,2,0
FBgn0289440,0,1,0,2
FBgn0289441,2,0,0,0
FBgn0289442,0,0,9,6
FBgn0289443,0,0,0,0
FBgn0289444,0,0,1,2
FBgn0289556,1254,727,2249,1875
FBgn0289578,283,230,458,356
FBgn0289579,772,538,1521,1264
FBgn0289650,1869,1278,5038,3082
FBgn0003295,14,10,25,13
FBgn0052330,0,0,0,0
FBgn0052328,0,1,0,0
FBgn0052329,0,0,0,2
FBgn0011851,0,0,0,0
FBgn0011852,0,0,0,0
FBgn0011853,0,0,0,0
FBgn0052324,0,0,0,0
FBgn0052320,0,0,0,0
FBgn0011854,0,0,0,0
FBgn0011855,0,0,0,0
FBgn0035216,0,0,0,0
FBgn0035217,0,0,0,0
FBgn0004635,151,58,308,215
FBgn0028567,0,0,6,4
FBgn0035227,1303,805,1967,1779
FBgn0011204,346,200,961,533
FBgn0028577,1028,657,2318,2028
FBgn0043458,248,154,549,406
FBgn0020248,10,6,34,32
FBgn0052319,0,0,0,0
FBgn0043865,0,0,2,0
FBgn0035218,0,0,0,0
FBgn0035213,67,43,192,120
FBgn0035211,21,12,62,39
FBgn0035210,4,0,5,7
FBgn0035208,0,0,2,2
FBgn0035206,75,44,202,208
FBgn0035204,84,42,169,151
FBgn0010333,195,110,377,317
FBgn0035194,4,0,4,2
FBgn0052318,0,0,0,0
FBgn0004378,4,0,0,6
FBgn0035193,2,0,8,2
FBgn0035229,800,471,1444,1113
FBgn0041342,920,564,2454,1377
FBgn0035231,182,82,287,287
FBgn0035233,12,13,50,47
FBgn0035234,69,32,114,178
FBgn0035236,426,209,954,780
FBgn0035237,3035,1695,5717,4460
FBgn0035244,216,145,608,510
FBgn0053230,57,24,138,170
FBgn0013753,80,52,136,168
FBgn0035248,6,0,15,16
FBgn0013755,0,0,0,0
FBgn0025712,30,24,100,77
FBgn0035252,94,52,216,160
FBgn0035254,14,4,34,55
FBgn0035257,8,0,8,10
FBgn0035260,113,69,157,190
FBgn0035263,18,4,34,32
FBgn0035266,236,161,757,453
FBgn0035267,312,171,528,354
FBgn0035268,136,70,326,291
FBgn0027903,14,0,27,16
FBgn0035272,32,24,95,74
FBgn0011573,85,38,275,335
FBgn0035273,1,0,0,5
FBgn0067864,250,187,550,411
FBgn0027790,133,77,191,134
FBgn0035280,25,12,40,32
FBgn0035279,0,0,4,0
FBgn0025820,12,12,38,45
FBgn0024510,188,114,418,317
FBgn0035271,10,14,28,20
FBgn0035270,107,69,227,214
FBgn0013811,68,48,152,130
FBgn0022702,27,12,46,25
FBgn0035265,0,0,0,2
FBgn0035264,14,10,54,40
FBgn0027594,557,452,1395,1107
FBgn0035262,88,63,243,219
FBgn0035256,0,0,9,0
FBgn0035255,10,0,26,18
FBgn0026372,2410,1744,7505,6645
FBgn0035251,214,157,386,357
FBgn0035249,28,12,55,47
FBgn0025725,575,472,1254,990
FBgn0035247,24,18,72,46
FBgn0013342,2340,1433,7381,5769
FBgn0035245,153,89,373,332
FBgn0035246,873,535,2316,2000
FBgn0035243,0,0,0,0
FBgn0035241,16,8,15,26
FBgn0035238,59,26,84,128
FBgn0035235,194,118,417,496
FBgn0035232,554,292,966,805
FBgn0052313,2,0,2,2
FBgn0035228,522,327,1610,1180
FBgn0035283,165,118,354,238
FBgn0035285,379,228,1364,1079
FBgn0035286,14,12,29,28
FBgn0052312,0,0,0,0
FBgn0035294,69,26,112,94
FBgn0035295,4,5,20,17
FBgn0035298,156,141,303,426
FBgn0035300,4,0,0,1
FBgn0035299,0,0,0,0
FBgn0027547,264,111,609,440
FBgn0002872,31,25,114,70
FBgn0035293,0,0,0,0
FBgn0035290,310,279,347,748
FBgn0035287,166,85,354,238
FBgn0042712,95,93,265,167
FBgn0004636,296,184,932,652
FBgn0035282,12,4,21,25
FBgn0035281,20,12,34,20
FBgn0035313,4,2,5,2
FBgn0035315,0,0,2,0
FBgn0035317,26,16,46,45
FBgn0040507,24,14,52,35
FBgn0052301,2,0,2,2
FBgn0052305,2,0,4,8
FBgn0015359,54,30,97,69
FBgn0035323,24,9,54,28
FBgn0035325,0,0,0,0
FBgn0052304,0,0,0,0
FBgn0052302,0,0,0,0
FBgn0052303,0,0,0,0
FBgn0035328,0,2,14,6
FBgn0035332,0,0,0,0
FBgn0035334,57,38,183,111
FBgn0035336,21,10,119,51
FBgn0052298,0,0,0,0
FBgn0052299,0,0,0,0
FBgn0035337,6,6,34,21
FBgn0035335,24,14,88,47
FBgn0035333,580,341,1188,1032
FBgn0041709,6,2,34,16
FBgn0000543,104,86,163,181
FBgn0015360,191,141,306,323
FBgn0035321,183,94,457,336
FBgn0035318,39,22,76,56
FBgn0035316,2,2,0,0
FBgn0026593,108,105,279,209
FBgn0035312,0,0,0,0
FBgn0035311,0,0,0,0
FBgn0026570,35,10,69,50
FBgn0035309,16,8,24,4
FBgn0035308,101,46,93,109
FBgn0035346,176,110,377,327
FBgn0016794,295,209,554,425
FBgn0062517,1,1,6,0
FBgn0035355,6,4,4,6
FBgn0035356,22,15,39,59
FBgn0035357,9,6,59,31
FBgn0035359,58,43,110,104
FBgn0035360,6,6,40,52
FBgn0053233,85,21,222,230
FBgn0053234,90,41,192,204
FBgn0020509,2,4,4,4
FBgn0052296,668,327,1142,956
FBgn0027082,19,14,65,51
FBgn0035358,6,3,54,41
FBgn0011828,442,282,676,583
FBgn0028504,18,22,40,48
FBgn0010909,1539,925,3381,2764
FBgn0010905,1962,1074,4221,3149
FBgn0260480,18,12,24,20
FBgn0035348,595,426,2223,2178
FBgn0035344,70,59,218,220
FBgn0035343,16,13,20,22
FBgn0035370,98,55,197,148
FBgn0044452,724,507,1271,1230
FBgn0035374,50,38,145,74
FBgn0035375,70,38,109,89
FBgn0035382,16,16,44,26
FBgn0035383,197,93,292,281
FBgn0035384,0,0,0,0
FBgn0035385,46,14,138,87
FBgn0035388,232,151,610,456
FBgn0040308,18,10,39,32
FBgn0052485,95,51,252,198
FBgn0035392,52,28,120,121
FBgn0035393,8,6,27,18
FBgn0035397,882,492,1928,1750
FBgn0035390,102,59,243,163
FBgn0004372,0,2,0,0
FBgn0052487,0,4,0,0
FBgn0052488,0,2,2,2
FBgn0052846,38,31,90,102
FBgn0035380,17,14,51,44
FBgn0035379,12,5,55,38
FBgn0035372,92,35,163,110
FBgn0035371,347,164,738,490
FBgn0003938,0,0,3,4
FBgn0052288,0,0,0,0
FBgn0052289,0,0,0,0
FBgn0052287,0,0,0,0
FBgn0052285,0,0,0,0
FBgn0052286,0,0,0,0
FBgn0035401,23,21,97,67
FBgn0035405,66,30,100,76
FBgn0024194,16,16,26,31
FBgn0052280,70,48,145,71
FBgn0052278,40,40,159,106
FBgn0052281,18,23,69,64
FBgn0052284,2,2,5,2
FBgn0035412,0,0,0,0
FBgn0035413,0,0,0,2
FBgn0001233,11595,5808,41533,75672
FBgn0035421,50,26,152,111
FBgn0035423,123,83,469,345
FBgn0035424,2075,1105,4025,3095
FBgn0035427,2,0,2,10
FBgn0035428,0,0,2,0
FBgn0035429,0,0,4,4
FBgn0035430,0,0,2,0
FBgn0035432,242,124,551,363
FBgn0052279,0,0,1,2
FBgn0052283,0,2,0,0
FBgn0052282,22,12,34,28
FBgn0035434,134,105,164,273
FBgn0035436,0,0,2,0
FBgn0035438,423,194,892,735
FBgn0035439,65,30,309,229
FBgn0004167,3111,1696,6814,4897
FBgn0035443,6,10,30,48
FBgn0035444,38,41,80,61
FBgn0035445,17,10,60,53
FBgn0027616,897,598,1749,1361
FBgn0052268,0,0,0,0
FBgn0052274,0,0,0,0
FBgn0035440,60,48,96,123
FBgn0035437,303,179,673,505
FBgn0035435,6,6,16,19
FBgn0035431,0,0,10,10
FBgn0035425,115,62,265,191
FBgn0035422,1792,1206,5040,3960
FBgn0035420,277,203,556,512
FBgn0053160,12,2,17,26
FBgn0052277,10,0,23,15
FBgn0053159,14,6,19,27
FBgn0052271,39,35,81,80
FBgn0047135,141,108,518,414
FBgn0035415,8,6,18,37
FBgn0035414,12,8,47,41
FBgn0035410,89,31,109,120
FBgn0035409,6,2,10,4
FBgn0035407,43,15,68,56
FBgn0035402,124,85,250,268
FBgn0035400,708,365,1507,1093
FBgn0026189,555,317,1171,779
FBgn0052273,3,0,1,2
FBgn0035398,28,14,37,31
FBgn0052272,0,0,2,0
FBgn0005640,600,294,1694,1214
FBgn0035452,26,26,40,18
FBgn0035453,11,10,6,7
FBgn0035455,2,0,0,3
FBgn0040694,0,0,0,0
FBgn0001254,4,0,6,8
FBgn0052267,14,8,61,35
FBgn0035449,70,48,176,130
FBgn0026259,480,340,1194,862
FBgn0014388,431,230,1578,741
FBgn0052266,5,8,10,10
FBgn0035462,36,28,40,51
FBgn0035464,90,64,264,188
FBgn0004888,631,455,2017,1939
FBgn0004875,2232,1111,4031,2900
FBgn0064227,31,18,118,66
FBgn0013751,22,13,43,33
FBgn0026592,212,167,734,553
FBgn0035469,16,14,90,76
FBgn0035471,138,82,336,271
FBgn0041147,16,7,29,27
FBgn0004910,135,65,393,288
FBgn0035473,165,73,430,294
FBgn0035470,25,12,73,30
FBgn0035468,0,0,6,2
FBgn0015585,7,0,18,12
FBgn0052263,0,0,0,0
FBgn0052262,22,20,57,39
FBgn0035461,16,16,66,43
FBgn0052264,2227,1182,3931,3270
FBgn0035458,10,4,28,25
FBgn0035490,55,27,145,93
FBgn0042179,4,2,0,2
FBgn0000449,0,0,4,6
FBgn0052259,10,0,31,24
FBgn0035495,961,502,3013,2230
FBgn0035496,2,4,23,14
FBgn0035498,470,303,1083,781
FBgn0028484,399,300,841,627
FBgn0003206,106,68,266,262
FBgn0004552,0,0,5,3
FBgn0052260,10,2,42,32
FBgn0035501,171,135,311,246
FBgn0040696,2,0,8,4
FBgn0003710,206,131,712,413
FBgn0035513,15,6,26,26
FBgn0035515,57,22,130,109
FBgn0011692,0,0,3,14
FBgn0035517,44,30,112,47
FBgn0035519,170,137,326,279
FBgn0035521,66,50,207,180
FBgn0035522,2,0,1,4
FBgn0035523,124,67,340,210
FBgn0035526,345,191,911,682
FBgn0015829,29,21,88,82
FBgn0041630,285,171,361,247
FBgn0035529,64,32,97,92
FBgn0035528,71,52,175,144
FBgn0035524,20,10,72,78
FBgn0035520,35,6,95,68
FBgn0035518,76,42,162,155
FBgn0041171,577,335,1128,948
FBgn0001257,81,20,443,254
FBgn0052252,6,0,21,7
FBgn0035512,12,10,18,31
FBgn0035511,9,6,9,10
FBgn0035510,22,13,28,18
FBgn0035508,6,12,24,32
FBgn0028664,64,54,139,161
FBgn0040697,262,163,535,465
FBgn0035505,621,357,1769,1291
FBgn0035504,186,70,222,275
FBgn0011653,0,0,0,0
FBgn0004574,607,392,1133,953
FBgn0035499,628,349,1118,927
FBgn0004516,863,590,1842,1374
FBgn0016013,68,56,120,164
FBgn0024179,345,166,617,492
FBgn0035491,4,0,4,1
FBgn0035488,225,119,372,340
FBgn0052251,4,4,4,0
FBgn0052250,72,50,136,98
FBgn0035534,26,6,54,44
FBgn0035539,45,42,87,48
FBgn0035540,67,64,279,170
FBgn0035542,887,570,2037,1286
FBgn0035543,8,0,7,6
FBgn0000038,1007,526,2068,1549
FBgn0035544,238,123,521,173
FBgn0035545,0,0,0,0
FBgn0052249,2,0,0,0
FBgn0052248,0,0,0,0
FBgn0035550,0,0,2,0
FBgn0035551,0,0,0,0
FBgn0035552,0,0,0,0
FBgn0035557,6,6,52,52
FBgn0035558,179,118,453,320
FBgn0052246,26,10,42,39
FBgn0015805,94,73,314,175
FBgn0035563,4,2,0,4
FBgn0052243,24,19,93,148
FBgn0014073,298,145,492,528
FBgn0035555,0,0,4,2
FBgn0035554,0,2,0,0
FBgn0035553,31,14,7,4
FBgn0052241,0,0,0,4
FBgn0040699,0,0,0,0
FBgn0035548,0,0,0,0
FBgn0035547,0,0,0,0
FBgn0035546,0,0,0,0
FBgn0035541,34,19,93,51
FBgn0052240,0,0,4,4
FBgn0035538,1461,722,2933,2511
FBgn0035537,6,2,19,8
FBgn0035533,526,264,1439,978
FBgn0035532,18,6,54,34
FBgn0066365,4,0,97,82
FBgn0052238,14,10,31,26
FBgn0035574,416,214,943,769
FBgn0042199,2,2,8,2
FBgn0035572,6,0,8,2
FBgn0027085,82,62,203,154
FBgn0035581,28,10,36,30
FBgn0035582,0,0,0,0
FBgn0035583,23,23,8,2
FBgn0028699,179,63,236,213
FBgn0047330,0,0,0,0
FBgn0052237,32,10,5,2
FBgn0035578,14,16,49,23
FBgn0035577,25,15,69,82
FBgn0042131,13,2,15,13
FBgn0035575,22,12,35,32
FBgn0035571,6,2,7,9
FBgn0035570,2,4,2,4
FBgn0035569,2,0,8,10
FBgn0035568,0,0,2,0
FBgn0035567,0,0,0,0
FBgn0046793,13,2,16,12
FBgn0035585,8,2,15,12
FBgn0052232,18,19,47,32
FBgn0035584,4,6,14,20
FBgn0005775,416,226,1059,868
FBgn0030234,50,18,128,90
FBgn0040850,25,6,32,27
FBgn0030237,144,81,379,264
FBgn0030239,48,44,144,179
FBgn0030240,215,98,336,376
FBgn0030243,937,522,1622,1307
FBgn0030244,6,4,9,18
FBgn0030247,2,0,0,0
FBgn0003965,105,117,573,374
FBgn0030251,453,333,1356,941
FBgn0030257,17,18,20,30
FBgn0030261,36,26,86,221
FBgn0030260,4,8,34,33
FBgn0030259,22,10,49,28
FBgn0030258,131,50,180,181
FBgn0021742,13,9,18,21
FBgn0052670,8,0,14,14
FBgn0052671,0,0,4,0
FBgn0030246,268,153,432,400
FBgn0017561,306,214,239,82
FBgn0030245,258,168,870,986
FBgn0030242,6,2,18,20
FBgn0030241,3,2,6,8
FBgn0003321,515,259,1265,1086
FBgn0052669,73,30,98,136
FBgn0003360,3216,1598,8830,6086
FBgn0025111,24,18,50,45
FBgn0030263,0,0,0,0
FBgn0027498,0,0,0,0
FBgn0015245,1134,726,4754,4137
FBgn0028686,159,103,318,296
FBgn0030269,68,32,162,121
FBgn0030271,47,30,70,50
FBgn0030272,155,104,322,244
FBgn0030274,121,80,262,218
FBgn0030276,526,331,1179,926
FBgn0030278,0,0,2,0
FBgn0030280,0,0,6,0
FBgn0030283,0,2,9,6
FBgn0030286,1085,658,2330,1724
FBgn0030290,2,0,2,0
FBgn0030291,8,6,26,24
FBgn0030292,99,66,236,176
FBgn0030293,344,215,806,688
FBgn0000499,196,100,442,434
FBgn0004864,304,184,612,600
FBgn0030289,191,161,339,219
FBgn0028421,376,241,939,624
FBgn0001491,32,15,51,47
FBgn0003411,0,0,0,0
FBgn0030277,2,6,2,3
FBgn0026268,187,141,167,174
FBgn0052668,71,30,126,70
FBgn0020255,245,150,847,814
FBgn0030270,4,0,1,4
FBgn0052667,0,0,0,0
FBgn0030268,521,268,1022,737
FBgn0010391,252,173,558,378
FBgn0030266,1976,1081,3325,2833
FBgn0027359,50,28,176,104
FBgn0030296,13,6,25,19
FBgn0001145,2436,1521,4290,3145
FBgn0030300,80,53,167,126
FBgn0030301,78,56,349,205
FBgn0030304,318,221,675,526
FBgn0030305,40,48,108,78
FBgn0030306,81,78,167,108
FBgn0052666,705,406,2214,1227
FBgn0030310,61,118,87,80
FBgn0030311,0,0,0,0
FBgn0030313,15,6,2,0
FBgn0030314,56,32,129,90
FBgn0030316,40,60,137,147
FBgn0019660,32,10,55,19
FBgn0002948,90,51,83,56
FBgn0030318,116,65,180,116
FBgn0030321,188,108,387,230
FBgn0002723,221,141,592,497
FBgn0004370,914,493,1900,1432
FBgn0014133,1882,1155,3877,3226
FBgn0030326,4,6,6,8
FBgn0030323,38,32,76,65
FBgn0030320,109,80,365,290
FBgn0030319,7,0,14,8
FBgn0030317,2637,1522,4386,3073
FBgn0000618,10,2,26,28
FBgn0027259,7,14,8,12
FBgn0003277,925,583,1626,1277
FBgn0030309,152,95,406,279
FBgn0030307,0,0,4,2
FBgn0030298,0,0,0,0
FBgn0045502,0,0,0,0
FBgn0030297,0,0,9,6
FBgn0030329,240,182,474,422
FBgn0030330,127,91,346,248
FBgn0030331,2,4,24,22
FBgn0002577,0,4,18,26
FBgn0030334,2,9,46,21
FBgn0030339,22,16,12,18
FBgn0030343,466,255,768,549
FBgn0030345,30,29,106,109
FBgn0030347,82,49,199,210
FBgn0030350,112,71,373,258
FBgn0030351,8,6,30,18
FBgn0030352,21,14,64,50
FBgn0030360,34,29,121,66
FBgn0030362,251,244,331,271
FBgn0030361,56,20,103,71
FBgn0001083,60,37,236,155
FBgn0030359,15,10,25,22
FBgn0003865,0,0,0,0
FBgn0000808,0,0,0,0
FBgn0030358,292,175,661,460
FBgn0030357,35,21,99,62
FBgn0052660,0,0,0,0
FBgn0030356,0,0,0,6
FBgn0030354,298,188,654,483
FBgn0030349,1372,735,1475,979
FBgn0030348,22,8,38,38
FBgn0030346,54,29,125,104
FBgn0030344,163,97,306,309
FBgn0030342,46,36,138,91
FBgn0030341,83,53,189,188
