Geneid,CHD1male1,CHD1male2,OREmale1,OREmale2
FBgn0267037,0,0,0,0
FBgn0267038,0,0,0,0
FBgn0267039,0,0,0,1
FBgn0267041,2,0,0,0
FBgn0267042,0,0,0,0
FBgn0267043,0,0,0,0
FBgn0267044,0,0,0,0
FBgn0267045,0,0,0,0
FBgn0267046,0,0,0,0
FBgn0267047,0,0,0,2
FBgn0267048,0,0,0,0
FBgn0267049,0,0,0,0
FBgn0267050,0,0,0,0
FBgn0267051,1,0,0,0
FBgn0267052,0,0,0,0
FBgn0267053,0,0,2,0
FBgn0267054,0,0,0,0
FBgn0267055,0,0,0,0
FBgn0267056,0,2,0,0
FBgn0267057,2,4,1,12
FBgn0267058,0,0,2,4
FBgn0267059,0,0,2,0
FBgn0267060,0,0,1,2
FBgn0267061,0,0,0,0
FBgn0267062,0,0,4,2
FBgn0267063,0,0,0,0
FBgn0267064,0,0,0,0
FBgn0267065,0,0,2,0
FBgn0267066,0,0,0,0
FBgn0267067,4,0,5,0
FBgn0267068,0,0,0,0
FBgn0267069,0,0,0,0
FBgn0267070,2,0,0,0
FBgn0267071,0,0,0,1
FBgn0267072,0,2,0,2
FBgn0267073,34,8,25,13
FBgn0267074,0,0,0,0
FBgn0267075,3,6,0,8
FBgn0267076,9,14,35,18
FBgn0267077,0,0,0,0
FBgn0267078,11,2,9,13
FBgn0267079,0,0,0,0
FBgn0267080,0,0,0,0
FBgn0267081,3,0,1,0
FBgn0267082,0,0,0,0
FBgn0267083,4,0,11,6
FBgn0267084,0,0,7,0
FBgn0267085,0,0,0,0
FBgn0267086,0,2,4,2
FBgn0267087,26,10,27,12
FBgn0267088,0,0,4,3
FBgn0267089,183,83,154,188
FBgn0267090,2,0,0,0
FBgn0267091,3,4,4,0
FBgn0267096,0,0,5,6
FBgn0267097,0,0,0,0
FBgn0267098,0,0,0,0
FBgn0267099,2,0,2,0
FBgn0267100,0,2,0,0
FBgn0267101,5,0,4,0
FBgn0267102,8,0,16,2
FBgn0267103,2,0,1,2
FBgn0267104,0,0,0,0
FBgn0267105,0,0,2,0
FBgn0267106,4,2,30,14
FBgn0267107,3,2,8,13
FBgn0267108,0,1,1,0
FBgn0267109,2,0,1,1
FBgn0267110,0,0,0,0
FBgn0267111,2,2,4,2
FBgn0267112,0,2,0,6
FBgn0267113,1,2,0,2
FBgn0267114,0,0,0,0
FBgn0267115,1,0,0,0
FBgn0267116,21,4,59,33
FBgn0267118,6,2,7,2
FBgn0267119,6,8,12,10
FBgn0267120,0,0,0,0
FBgn0267121,2,0,0,0
FBgn0267122,0,0,0,0
FBgn0267123,0,0,2,0
FBgn0267124,6,0,2,2
FBgn0267125,0,0,6,2
FBgn0267126,10,0,4,1
FBgn0267127,2,2,8,16
FBgn0267128,0,0,0,0
FBgn0267129,0,0,2,0
FBgn0267130,0,2,1,2
FBgn0267131,2,0,0,2
FBgn0267132,0,0,0,0
FBgn0267133,0,0,0,0
FBgn0267134,0,0,0,0
FBgn0267135,0,0,0,0
FBgn0267136,0,0,0,0
FBgn0267137,4,0,4,10
FBgn0267138,4,2,0,4
FBgn0267139,1,0,0,0
FBgn0267140,0,0,0,0
FBgn0267141,0,0,6,0
FBgn0267142,4,2,11,8
FBgn0267143,0,0,0,0
FBgn0267144,0,0,0,0
FBgn0267145,10,2,9,2
FBgn0267146,0,0,0,0
FBgn0267147,0,0,0,0
FBgn0267148,9,2,10,2
FBgn0267149,0,0,0,0
FBgn0267150,2,0,2,2
FBgn0267151,0,0,0,0
FBgn0267152,0,0,0,0
FBgn0267153,0,0,2,6
FBgn0267154,0,0,2,0
FBgn0267155,1,0,0,0
FBgn0267156,0,0,0,1
FBgn0267157,47,24,55,74
FBgn0267158,0,0,2,0
FBgn0267159,0,0,2,0
FBgn0267160,118,58,269,217
FBgn0267161,0,0,0,0
FBgn0267162,0,2,4,2
FBgn0267163,6,2,13,4
FBgn0267164,0,0,2,0
FBgn0267165,0,0,4,0
FBgn0267166,2,0,1,0
FBgn0267167,0,0,0,0
FBgn0267168,0,0,0,0
FBgn0267169,0,0,0,0
FBgn0267170,0,0,1,0
FBgn0267171,0,0,0,0
FBgn0267172,1,0,0,0
FBgn0267173,4,0,0,0
FBgn0267174,4,0,0,0
FBgn0267175,0,0,0,0
FBgn0267176,2,2,4,2
FBgn0267177,2,0,0,0
FBgn0267178,0,0,0,0
FBgn0267179,0,0,0,0
FBgn0267180,21,8,36,33
FBgn0267181,8,6,12,7
FBgn0267182,0,0,5,0
FBgn0267183,0,0,0,0
FBgn0267184,0,0,0,0
FBgn0267185,2,3,1,4
FBgn0267186,4,0,2,6
FBgn0267187,0,0,5,5
FBgn0267188,0,0,0,0
FBgn0267189,0,0,0,0
FBgn0267190,0,0,0,0
FBgn0267191,0,0,0,0
FBgn0267192,0,0,0,0
FBgn0267193,0,0,0,4
FBgn0267194,0,0,0,0
FBgn0267195,0,0,0,0
FBgn0267196,2,0,0,0
FBgn0267197,0,0,0,0
FBgn0267198,0,0,0,0
FBgn0267199,0,0,3,0
FBgn0267200,0,0,0,0
FBgn0267201,0,0,0,2
FBgn0267202,0,0,0,0
FBgn0267203,2,0,0,1
FBgn0267204,0,0,3,2
FBgn0267205,0,0,2,3
FBgn0267206,0,0,3,6
FBgn0267207,12,4,2,9
FBgn0267208,0,0,0,0
FBgn0267209,0,0,0,0
FBgn0267210,0,2,2,0
FBgn0267211,0,0,2,0
FBgn0267212,0,0,0,0
FBgn0267213,0,0,0,0
FBgn0267214,0,0,0,0
FBgn0267215,0,0,0,0
FBgn0267216,0,0,0,0
FBgn0267217,0,0,0,0
FBgn0267218,6,0,0,2
FBgn0267219,15,0,14,16
FBgn0267220,0,0,1,0
FBgn0267221,0,0,0,1
FBgn0267222,2,0,5,6
FBgn0267223,0,0,0,0
FBgn0267224,0,0,0,0
FBgn0267225,5,2,0,0
FBgn0267226,0,0,0,0
FBgn0267227,0,0,0,0
FBgn0267228,10,2,12,11
FBgn0267229,12,4,14,10
FBgn0267230,1,2,6,5
FBgn0267231,0,0,0,0
FBgn0267232,0,0,0,0
FBgn0267233,12,2,12,24
FBgn0267234,4,0,1,2
FBgn0267235,0,0,1,4
FBgn0267236,22,12,8,6
FBgn0267237,8,0,11,8
FBgn0267238,2,2,0,0
FBgn0267239,2,0,10,4
FBgn0267240,0,0,12,4
FBgn0267241,8,1,6,1
FBgn0267242,0,0,0,2
FBgn0267243,117,39,127,185
FBgn0267244,26,11,47,43
FBgn0267245,28,4,28,23
FBgn0267246,2,0,0,0
FBgn0267247,0,2,4,0
FBgn0267248,0,0,0,0
FBgn0267249,0,0,0,0
FBgn0267252,14071,6465,26004,25373
FBgn0267253,456,190,861,718
FBgn0267254,0,0,0,0
FBgn0267255,0,0,0,0
FBgn0267256,0,0,0,0
FBgn0267257,2,0,6,2
FBgn0267258,0,0,0,0
FBgn0267259,6,2,4,0
FBgn0267260,0,0,0,0
FBgn0267261,2,0,0,2
FBgn0267262,0,0,0,0
FBgn0267263,4,2,8,2
FBgn0267264,0,0,5,4
FBgn0267265,1,0,0,1
FBgn0267266,0,0,0,0
FBgn0267267,0,0,0,0
FBgn0267268,0,0,0,0
FBgn0267269,1,0,0,0
FBgn0267270,8,3,18,45
FBgn0267271,0,0,0,0
FBgn0267272,0,0,6,2
FBgn0267273,0,0,6,2
FBgn0267274,0,0,2,0
FBgn0267275,0,0,0,2
FBgn0267276,0,0,3,2
FBgn0267277,0,0,2,0
FBgn0267278,0,0,0,0
FBgn0267279,0,0,0,0
FBgn0267280,2,0,0,2
FBgn0267281,0,0,3,0
FBgn0267282,0,0,0,0
FBgn0267283,0,0,0,0
FBgn0267284,0,0,0,2
FBgn0267285,0,0,0,0
FBgn0267286,4,0,2,0
FBgn0267287,0,0,0,0
FBgn0267288,0,0,0,0
FBgn0267289,0,0,0,0
FBgn0267290,1,2,4,2
FBgn0267291,0,0,0,0
FBgn0267292,0,0,0,0
FBgn0267293,0,0,0,0
FBgn0267294,5,8,15,15
FBgn0267295,0,0,0,0
FBgn0267296,0,0,0,0
FBgn0267297,0,0,0,0
FBgn0267298,2,2,0,0
FBgn0267299,0,0,2,0
FBgn0267300,0,0,0,0
FBgn0267301,0,0,0,2
FBgn0267302,2,0,0,0
FBgn0267303,0,0,0,0
FBgn0267304,2,6,4,2
FBgn0267305,0,0,0,0
FBgn0267306,0,2,0,0
FBgn0267307,0,0,0,0
FBgn0267308,4,0,0,4
FBgn0267309,2,2,2,4
FBgn0267310,0,2,0,2
FBgn0267311,0,0,0,0
FBgn0267312,0,0,0,0
FBgn0267313,0,0,0,0
FBgn0267314,0,0,0,0
FBgn0267315,0,0,0,0
FBgn0267316,0,2,0,0
FBgn0267317,0,0,0,2
FBgn0267318,0,0,0,0
FBgn0267319,0,1,0,0
FBgn0267320,0,0,2,0
FBgn0267321,2,0,0,4
FBgn0267322,111,55,197,187
FBgn0267323,6,0,17,12
FBgn0267326,29,22,69,42
FBgn0267327,7,4,20,33
FBgn0267330,329,142,556,485
FBgn0267336,2402,1040,4142,3869
FBgn0267337,326,83,466,398
FBgn0267339,10,0,13,10
FBgn0267347,12,14,41,26
FBgn0267348,266,93,340,223
FBgn0267350,4293,1642,7407,6039
FBgn0267351,318,128,493,398
FBgn0267363,4,0,2,0
FBgn0267365,77,26,124,128
FBgn0267366,0,0,2,2
FBgn0267376,936,405,1272,1176
FBgn0267378,395,165,613,533
FBgn0267383,6,0,15,15
FBgn0267384,211,96,530,514
FBgn0267385,4937,1862,6230,4953
FBgn0267390,3579,1328,4916,3909
FBgn0267398,251,117,409,471
FBgn0267399,75,19,74,70
FBgn0267400,36,14,53,43
FBgn0267408,1657,685,1840,1572
FBgn0267411,0,0,0,0
FBgn0267412,0,0,0,0
FBgn0267413,0,0,0,0
FBgn0267417,0,0,0,0
FBgn0267418,2,0,0,0
FBgn0267419,0,0,0,0
FBgn0267420,0,0,0,0
FBgn0267422,0,0,1,2
FBgn0267423,0,0,0,0
FBgn0267424,0,0,0,0
FBgn0267425,0,0,0,0
FBgn0267426,0,0,0,0
FBgn0267427,4,0,0,0
FBgn0267428,128,37,182,150
FBgn0267429,584,259,1063,1087
FBgn0267430,29,11,78,78
FBgn0267431,139,65,341,313
FBgn0267432,2,0,2,0
FBgn0267433,3,0,2,0
FBgn0267435,8087,4577,23252,19050
FBgn0267438,0,0,1,0
FBgn0267439,6,0,2,0
FBgn0267440,2,0,3,2
FBgn0267441,0,0,0,0
FBgn0267442,0,0,2,0
FBgn0267443,15,2,18,14
FBgn0267444,0,0,0,0
FBgn0267445,3,0,0,2
FBgn0267446,0,0,0,0
FBgn0267447,0,0,0,0
FBgn0267448,0,2,0,2
FBgn0267449,0,0,0,0
FBgn0267450,0,0,0,0
FBgn0267451,1,0,0,1
FBgn0267452,4,0,8,3
FBgn0267453,0,0,0,0
FBgn0267454,26,11,77,88
FBgn0267455,61,18,133,87
FBgn0267456,0,0,0,0
FBgn0267457,0,0,0,0
FBgn0267458,62,20,134,117
FBgn0267459,33,15,39,36
FBgn0267460,18,5,31,17
FBgn0267461,21,9,41,50
FBgn0267462,0,0,0,3
FBgn0267463,22,6,18,32
FBgn0267464,0,0,0,0
FBgn0267465,10,0,7,10
FBgn0267469,25,19,65,70
FBgn0267470,69,23,142,143
FBgn0267471,14,2,11,11
FBgn0267472,0,0,0,0
FBgn0267473,21,8,31,32
FBgn0267474,8,0,16,36
FBgn0267475,39,7,66,50
FBgn0267476,0,2,0,0
FBgn0267477,4,0,0,0
FBgn0267478,0,0,0,0
FBgn0267479,0,0,0,0
FBgn0267480,10,2,11,7
FBgn0267481,0,0,0,0
FBgn0267482,5,12,15,12
FBgn0267483,7,14,7,10
FBgn0267484,13,10,18,28
FBgn0267485,0,0,0,0
FBgn0267486,662,246,1123,1122
FBgn0267487,547,162,1015,853
FBgn0267488,1224,437,2365,2022
FBgn0267489,0,0,2,1
FBgn0267490,0,0,0,0
FBgn0267491,0,0,0,1
FBgn0267492,0,0,0,0
FBgn0267493,0,0,0,0
FBgn0267494,0,0,0,0
FBgn0267495,2,6,8,11
FBgn0267496,0,0,0,0
FBgn0267497,0,0,0,0
FBgn0267498,0,0,0,0
FBgn0267499,0,0,0,0
FBgn0267500,0,0,0,0
FBgn0267501,0,0,0,0
FBgn0267502,0,0,0,0
FBgn0267503,0,0,0,0
FBgn0267504,0,0,0,0
FBgn0267505,5,2,5,8
FBgn0267506,0,0,0,1
FBgn0267507,3,1,4,7
FBgn0267508,26,16,38,31
FBgn0267509,0,0,0,0
FBgn0267510,0,0,0,0
FBgn0267511,2318,3336,3534,2551
FBgn0267512,0,0,0,0
FBgn0267513,0,0,0,0
FBgn0267514,0,1,2,2
FBgn0267515,967,240,1159,691
FBgn0267516,1,2,1,1
FBgn0267517,0,0,0,0
FBgn0267518,0,0,0,0
FBgn0267519,199,79,282,161
FBgn0267520,60,40,205,62
FBgn0267521,0,0,0,0
FBgn0267522,0,0,0,0
FBgn0267523,2,0,1,1
FBgn0267524,0,0,0,0
FBgn0267525,0,0,0,0
FBgn0267526,11,6,10,12
FBgn0267527,0,0,0,2
FBgn0267528,7,4,7,6
FBgn0267529,0,0,0,0
FBgn0267530,0,4,0,1
FBgn0267531,0,0,0,0
FBgn0267532,0,0,0,0
FBgn0267533,0,0,0,0
FBgn0267534,2,2,1,3
FBgn0267535,0,0,0,0
FBgn0267536,11,7,53,31
FBgn0267537,4,0,11,7
FBgn0267538,30,4,30,40
FBgn0267539,0,0,0,0
FBgn0267540,2,0,0,0
FBgn0267541,51,15,99,54
FBgn0267542,0,2,1,3
FBgn0267543,0,0,0,0
FBgn0267544,8,4,14,13
FBgn0267545,0,0,0,0
FBgn0267546,0,0,0,0
FBgn0267547,0,0,0,0
FBgn0267548,0,0,2,3
FBgn0267549,12,6,29,13
FBgn0267550,0,0,0,0
FBgn0267551,0,0,0,0
FBgn0267552,0,0,0,0
FBgn0267553,0,0,0,0
FBgn0267554,0,0,0,0
FBgn0267555,0,0,0,0
FBgn0267556,0,0,0,0
FBgn0267557,14,5,29,27
FBgn0267558,4,0,2,0
FBgn0267559,0,0,0,0
FBgn0267560,0,0,0,0
FBgn0267561,10,12,14,6
FBgn0267562,6,2,10,4
FBgn0267563,10,0,1,8
FBgn0267564,8,3,8,11
FBgn0267565,16,4,12,16
FBgn0267566,12,3,29,18
FBgn0267567,11,2,5,18
FBgn0267568,13,5,27,30
FBgn0267569,2,0,10,2
FBgn0267570,285,118,470,429
FBgn0267571,38,10,99,75
FBgn0267572,0,0,2,0
FBgn0267573,0,0,0,0
FBgn0267574,2,2,2,2
FBgn0267575,2,0,0,4
FBgn0267576,98,38,152,144
FBgn0267577,0,0,0,0
FBgn0267578,9,7,29,42
FBgn0267579,192,50,398,332
FBgn0267580,4,4,16,8
FBgn0267581,8,2,8,6
FBgn0267582,12,4,0,8
FBgn0267585,9,8,10,10
FBgn0267586,4,4,15,0
FBgn0267587,0,0,0,0
FBgn0267588,0,0,0,0
FBgn0267589,0,0,0,0
FBgn0267590,2,0,8,2
FBgn0267591,0,0,0,0
FBgn0267592,0,0,0,0
FBgn0267593,0,0,0,0
FBgn0267594,0,0,0,0
FBgn0267595,0,0,0,0
FBgn0267596,0,0,0,0
FBgn0267597,0,0,0,0
FBgn0267598,4,0,2,0
FBgn0267599,0,0,0,2
FBgn0267600,5,0,15,13
FBgn0267601,35,4,23,26
FBgn0267602,33,14,33,39
FBgn0267603,38,27,61,45
FBgn0267604,6,0,12,11
FBgn0267605,0,0,0,0
FBgn0267606,3,2,1,2
FBgn0267607,8,0,13,12
FBgn0267608,0,0,0,0
FBgn0267609,0,0,0,0
FBgn0267610,0,0,0,0
FBgn0267611,2,4,4,5
FBgn0267612,1,0,2,0
FBgn0267613,2,0,3,2
FBgn0267614,4,0,1,2
FBgn0267615,20,4,38,35
FBgn0267616,14,6,31,23
FBgn0267617,1,0,2,0
FBgn0267618,0,0,0,0
FBgn0267619,4,4,32,33
FBgn0267620,0,0,0,0
FBgn0267621,43,20,69,67
FBgn0267622,4,0,4,18
FBgn0267623,33,17,36,37
FBgn0267624,118,25,218,242
FBgn0267625,64,8,63,53
FBgn0267626,29,12,55,51
FBgn0267627,38,17,71,49
FBgn0267628,14,10,30,30
FBgn0267629,13,2,22,24
FBgn0267630,0,0,0,0
FBgn0267631,2,2,5,9
FBgn0267632,0,0,0,0
FBgn0267633,16,4,31,38
FBgn0267634,10,9,21,8
FBgn0267635,17,14,4,4
FBgn0267636,0,0,0,0
FBgn0267637,0,0,0,0
FBgn0267638,11,4,47,36
FBgn0267639,7,2,11,8
FBgn0267640,2,0,0,0
FBgn0267641,49,17,23,33
FBgn0267642,0,0,0,0
FBgn0267643,17,3,23,22
FBgn0267644,12,2,32,18
FBgn0267645,2,4,5,5
FBgn0267646,2,7,10,12
FBgn0267647,0,3,11,2
FBgn0267648,0,0,0,0
FBgn0267649,0,0,0,0
FBgn0267650,0,0,0,0
FBgn0267651,0,0,0,0
FBgn0267652,0,0,0,0
FBgn0267653,14,13,34,39
FBgn0267655,18,17,23,35
FBgn0267656,20,6,38,54
FBgn0267657,0,0,0,0
FBgn0267658,2,0,0,10
FBgn0267659,37,10,25,14
FBgn0267660,2,0,0,0
FBgn0267661,8,0,4,0
FBgn0267662,0,0,0,0
FBgn0267663,0,0,4,6
FBgn0267664,12,4,12,13
FBgn0267665,228,69,201,169
FBgn0267666,177,44,186,202
FBgn0267667,11,0,3,2
FBgn0267668,492,224,554,542
FBgn0267671,20,14,34,39
FBgn0267672,18,15,54,42
FBgn0267673,90,21,174,164
FBgn0267674,66,31,79,77
FBgn0267675,2,0,0,2
FBgn0267676,0,0,0,0
FBgn0267677,6,4,10,0
FBgn0267678,1,0,2,0
FBgn0267679,4,0,0,0
FBgn0267680,23,3,54,42
FBgn0267681,0,0,0,0
FBgn0267682,0,0,0,0
FBgn0267683,1,0,6,2
FBgn0267684,0,0,0,0
FBgn0267685,10,4,20,22
FBgn0267686,8,3,16,14
FBgn0267687,21,6,22,28
FBgn0267688,15,4,28,13
FBgn0267689,18,2,11,24
FBgn0267690,0,0,0,0
FBgn0267691,0,0,0,0
FBgn0267692,13,2,18,8
FBgn0267693,16,8,26,27
FBgn0267694,8,2,4,3
FBgn0267695,30,0,26,18
FBgn0267696,2,0,2,13
FBgn0267697,4,0,13,18
FBgn0267698,1418,563,2703,2419
FBgn0267701,0,0,0,0
FBgn0267702,84,29,184,164
FBgn0267703,32,11,71,56
FBgn0267704,31,12,25,13
FBgn0267705,0,0,0,0
FBgn0267706,7,2,14,9
FBgn0267707,0,0,0,0
FBgn0267708,8,2,35,32
FBgn0267709,8,2,8,17
FBgn0267710,2,4,6,17
FBgn0267711,0,0,0,0
FBgn0267712,0,0,0,0
FBgn0267713,0,0,0,0
FBgn0267714,0,0,0,0
FBgn0267715,4,0,2,4
FBgn0267716,0,0,0,0
FBgn0267717,14,4,25,25
FBgn0267719,0,0,0,0
FBgn0267720,0,0,0,0
FBgn0267721,0,0,0,0
FBgn0267722,0,1,0,4
FBgn0267723,16,2,14,4
FBgn0267724,2,0,0,2
FBgn0267725,0,0,0,0
FBgn0267726,0,0,0,0
FBgn0267728,30,14,57,59
FBgn0267729,17,4,47,41
FBgn0267730,18,12,28,21
FBgn0267731,2,0,1,0
FBgn0267732,8,4,4,6
FBgn0267733,61,32,177,163
FBgn0267734,8,0,6,2
FBgn0267735,10,10,19,22
FBgn0267736,0,0,0,0
FBgn0267737,0,0,1,1
FBgn0267738,4,2,13,8
FBgn0267739,0,0,0,0
FBgn0267740,0,0,0,0
FBgn0267741,0,0,0,0
FBgn0267742,13,8,37,22
FBgn0267743,0,0,0,0
FBgn0267744,24,9,18,22
FBgn0267745,1,0,0,0
FBgn0267746,0,0,0,0
FBgn0267747,0,0,0,6
FBgn0267748,8,0,19,10
FBgn0267749,0,0,0,0
FBgn0267750,0,0,0,0
FBgn0267751,0,0,0,2
FBgn0267752,3,2,7,9
FBgn0267753,35,19,60,57
FBgn0267754,2,0,2,2
FBgn0267755,0,0,0,0
FBgn0267756,0,0,0,0
FBgn0267757,16,13,35,27
FBgn0267758,2,2,13,14
FBgn0267759,3,0,11,6
FBgn0267760,2,2,11,9
FBgn0267761,0,0,1,0
FBgn0267762,13,1,6,19
FBgn0267763,8,5,32,31
FBgn0267764,23,1,52,50
FBgn0267765,0,0,0,0
FBgn0267766,0,0,0,0
FBgn0267767,4,2,11,1
FBgn0267768,0,0,0,0
FBgn0267769,35,6,35,12
FBgn0267770,5,0,0,1
FBgn0267771,10,9,41,31
FBgn0267772,0,0,0,0
FBgn0267773,0,0,5,0
FBgn0267774,0,0,0,0
FBgn0267775,12,4,41,31
FBgn0267776,0,0,0,0
FBgn0267777,6,0,2,6
FBgn0267778,0,0,0,0
FBgn0267779,32,18,60,62
FBgn0267780,10,6,16,15
FBgn0267781,50,20,96,76
FBgn0267782,0,0,0,0
FBgn0267783,4,2,10,25
FBgn0267785,16,2,4,8
FBgn0267786,28,7,62,57
FBgn0267787,6,0,14,6
FBgn0267788,0,0,0,0
FBgn0267789,0,0,0,0
FBgn0267790,709,200,1057,964
FBgn0267791,680,287,1375,1114
FBgn0267792,252,128,584,526
FBgn0267793,21,0,13,10
FBgn0267794,0,2,1,10
FBgn0267795,921,444,1311,1188
FBgn0267796,44,31,112,96
FBgn0267797,4,0,34,20
FBgn0267798,4,2,44,21
FBgn0267799,0,2,3,6
FBgn0267800,41,16,98,46
FBgn0267801,41,13,37,35
FBgn0267802,53,8,63,93
FBgn0267803,2,0,1,2
FBgn0267804,0,0,0,0
FBgn0267805,0,0,0,0
FBgn0267806,24,12,34,39
FBgn0267807,40,12,88,81
FBgn0267808,0,0,0,0
FBgn0267809,0,2,2,2
FBgn0267810,10,0,4,14
FBgn0267811,18,7,21,10
FBgn0267812,0,2,8,11
FBgn0267813,0,0,0,0
FBgn0267814,0,0,1,4
FBgn0267815,1,0,0,0
FBgn0267816,0,0,10,10
FBgn0267817,1,0,6,0
FBgn0267818,3,0,4,0
FBgn0267819,3,0,9,2
FBgn0267820,9,4,41,38
FBgn0267821,916,316,1677,1401
FBgn0267823,22,4,42,40
FBgn0267824,403,166,689,524
FBgn0267826,4,0,4,2
FBgn0267827,0,0,4,2
FBgn0267828,1445,651,2388,1961
FBgn0267468,0,0,0,0
FBgn0267849,559,213,773,693
FBgn0267861,1055,382,1493,1574
FBgn0267862,0,0,0,0
FBgn0267863,0,0,0,0
FBgn0267864,0,0,0,0
FBgn0267865,7,2,9,8
FBgn0267866,0,0,0,0
FBgn0267867,2,0,1,0
FBgn0267868,2,0,0,0
FBgn0267869,0,0,0,0
FBgn0267870,0,0,0,0
FBgn0267871,0,0,0,0
FBgn0267872,0,0,0,0
FBgn0267873,0,0,0,0
FBgn0267874,0,0,0,0
FBgn0267875,0,0,0,0
FBgn0267876,0,0,0,0
FBgn0267877,0,0,0,0
FBgn0267878,0,0,0,0
FBgn0267879,0,0,0,0
FBgn0267880,0,0,0,0
FBgn0267881,0,0,0,0
FBgn0267882,0,0,0,0
FBgn0267883,0,0,0,0
FBgn0267884,0,0,0,0
FBgn0267885,0,0,0,0
FBgn0267886,0,0,0,0
FBgn0267887,0,0,0,0
FBgn0267888,0,0,0,0
FBgn0267889,0,0,0,0
FBgn0267890,0,0,0,0
FBgn0267891,0,0,0,0
FBgn0267892,0,0,0,0
FBgn0267893,0,0,0,0
FBgn0267894,0,0,0,0
FBgn0267895,0,0,0,0
FBgn0267896,0,0,0,0
FBgn0267897,0,0,0,0
FBgn0267898,0,0,0,0
FBgn0267899,0,0,0,0
FBgn0267900,0,0,0,0
FBgn0267901,0,0,0,0
FBgn0267902,0,0,0,0
FBgn0267903,0,0,0,0
FBgn0267904,0,0,0,0
FBgn0267905,0,0,0,0
FBgn0267910,1695,1034,3051,3886
FBgn0267912,1991,827,3204,2916
FBgn0267913,270,80,515,452
FBgn0267914,0,0,0,0
FBgn0267915,5,0,2,0
FBgn0267916,0,0,0,0
FBgn0267917,0,0,0,0
FBgn0267918,0,0,0,0
FBgn0267919,2,2,2,0
FBgn0267921,0,0,0,0
FBgn0267922,6,0,2,6
FBgn0267923,15,2,24,38
FBgn0267924,2,1,4,5
FBgn0267925,0,0,0,0
FBgn0267926,7,0,1,0
FBgn0267927,4,0,13,17
FBgn0267928,0,0,0,0
FBgn0267929,4,2,6,4
FBgn0267930,0,0,0,0
FBgn0267932,0,0,0,4
FBgn0267933,0,0,0,0
FBgn0267934,2,2,0,0
FBgn0267935,0,0,0,0
FBgn0267936,0,2,94,77
FBgn0267937,2,0,0,2
FBgn0267938,2,0,0,4
FBgn0267939,0,0,2,2
FBgn0267940,0,0,0,0
FBgn0267941,2,0,0,0
FBgn0267944,0,0,0,0
FBgn0267945,0,0,4,0
FBgn0267946,0,0,0,4
FBgn0267947,0,0,0,0
FBgn0267948,2,0,0,0
FBgn0267949,0,0,4,0
FBgn0267950,2,2,0,0
FBgn0267951,0,0,2,4
FBgn0267952,0,0,0,0
FBgn0267953,0,0,0,0
FBgn0267954,0,0,2,0
FBgn0267955,8,0,21,16
FBgn0267956,0,0,2,0
FBgn0267957,0,0,0,0
FBgn0267958,4,0,5,4
FBgn0267959,2,0,0,0
FBgn0267960,0,0,0,0
FBgn0267961,2,0,2,3
FBgn0267962,0,0,0,0
FBgn0267963,0,0,1,2
FBgn0267964,0,0,0,0
FBgn0267965,0,2,0,2
FBgn0267966,9,0,13,14
FBgn0267967,0,0,2,0
FBgn0267969,0,2,4,0
FBgn0267970,9,6,12,9
FBgn0267972,166,72,209,218
FBgn0267975,701,275,921,833
FBgn0267976,169,74,292,273
FBgn0267977,18,4,28,44
FBgn0267978,850,371,1000,843
FBgn0267982,15,14,59,36
FBgn0267983,108,41,136,73
FBgn0267984,4,4,8,1
FBgn0267985,0,1,0,0
FBgn0267986,0,0,2,0
FBgn0267987,45,22,17,21
FBgn0267988,14,2,7,14
FBgn0267989,2,2,7,5
FBgn0267990,0,0,0,0
FBgn0267991,13,2,34,41
FBgn0267992,14,4,17,20
FBgn0267993,4,0,1,0
FBgn0267994,2,0,2,1
FBgn0267995,1,0,0,0
FBgn0267996,23,6,18,9
FBgn0268063,1059,575,2148,1855
FBgn0270924,454,144,708,657
FBgn0270925,29,6,32,13
FBgn0270926,843,330,990,884
FBgn0270927,111,34,139,140
FBgn0270928,4731,1858,5242,4887
FBgn0275432,0,0,0,0
FBgn0275433,8,8,20,21
FBgn0275434,0,0,0,0
FBgn0275436,157,68,278,217
FBgn0278597,0,0,0,0
FBgn0278598,26,7,97,128
FBgn0278599,0,0,0,0
FBgn0278600,0,0,0,0
FBgn0278604,88,42,187,129
FBgn0278608,1027,462,1720,1648
FBgn0283426,25,8,27,29
FBgn0283427,20443,6804,51992,41742
FBgn0283428,25,19,36,18
FBgn0283429,0,0,0,0
FBgn0283430,0,0,1,0
FBgn0283431,0,0,0,0
FBgn0283432,0,0,0,0
FBgn0283433,0,0,0,0
FBgn0283434,0,0,0,0
FBgn0283435,0,0,0,0
FBgn0283437,64,23,115,102
FBgn0283438,433,171,635,559
FBgn0283439,16,6,8,10
FBgn0283440,0,0,4,4
FBgn0283442,2,0,4,0
FBgn0283450,29,16,39,42
FBgn0283451,1207,421,1856,1686
FBgn0283461,967,103,20,6
FBgn0283467,37,27,54,43
FBgn0283468,661,275,1030,908
FBgn0283469,553,192,947,737
FBgn0283471,399,289,874,842
FBgn0283472,955,303,1490,1333
FBgn0283473,346,165,707,604
FBgn0283476,44,29,69,42
FBgn0283477,735,302,960,928
FBgn0283478,464,179,784,650
FBgn0283479,2,0,0,0
FBgn0283480,0,0,13,6
FBgn0283494,0,0,2,0
FBgn0283499,1344,542,3459,3045
