Geneid,CHD1fem1,CHD1fem2,CHD1male1,CHD1male2,OREfem1,OREfem2,OREmale1,OREmale2
FBgn0035257,8,0,12,0,8,10,23,15
FBgn0035260,113,69,215,72,157,190,407,308
FBgn0035263,18,4,26,4,34,32,65,48
FBgn0035266,236,161,436,202,757,453,561,448
FBgn0035267,312,171,581,274,528,354,1141,976
FBgn0035268,136,70,252,126,326,291,503,370
FBgn0027903,14,0,33,4,27,16,42,39
FBgn0035272,32,24,85,30,95,74,85,61
FBgn0011573,85,38,130,64,275,335,301,293
FBgn0035273,1,0,5,0,0,5,5,7
FBgn0067864,250,187,627,234,550,411,920,727
FBgn0027790,133,77,200,84,191,134,214,217
FBgn0035280,25,12,57,17,40,32,60,44
FBgn0035279,0,0,4,2,4,0,5,6
FBgn0025820,12,12,32,7,38,45,80,66
FBgn0024510,188,114,317,96,418,317,586,537
FBgn0035271,10,14,16,10,28,20,34,40
FBgn0035270,107,69,236,73,227,214,323,310
FBgn0013811,68,48,78,18,152,130,206,175
FBgn0022702,27,12,24,12,46,25,21,14
FBgn0035265,0,0,0,2,0,2,0,2
FBgn0035264,14,10,21,6,54,40,36,71
FBgn0027594,557,452,1112,411,1395,1107,2094,1822
FBgn0035262,88,63,145,56,243,219,334,344
FBgn0035256,0,0,0,0,9,0,5,14
FBgn0035255,10,0,29,4,26,18,38,35
FBgn0026372,2410,1744,3615,1544,7505,6645,6994,5610
FBgn0035251,214,157,430,169,386,357,604,512
FBgn0035249,28,12,59,22,55,47,58,61
FBgn0025725,575,472,1242,441,1254,990,1858,1507
FBgn0035247,24,18,62,19,72,46,72,86
FBgn0013342,2340,1433,5556,2562,7381,5769,9878,9440
FBgn0035245,153,89,270,117,373,332,606,524
FBgn0035246,873,535,2208,978,2316,2000,3853,3417
FBgn0035243,0,0,1,0,0,0,0,0
FBgn0035241,16,8,25,7,15,26,43,33
FBgn0035238,59,26,97,55,84,128,117,101
FBgn0035235,194,118,363,173,417,496,603,498
FBgn0035232,554,292,1099,380,966,805,1445,1166
FBgn0052313,2,0,3,0,2,2,10,8
FBgn0035228,522,327,1156,461,1610,1180,2183,1800
FBgn0035283,165,118,341,146,354,238,519,477
FBgn0035285,379,228,930,425,1364,1079,1800,1725
FBgn0035286,14,12,30,18,29,28,32,57
FBgn0052312,0,0,0,0,0,0,0,0
FBgn0035294,69,26,88,25,112,94,177,137
FBgn0035295,4,5,12,6,20,17,6,12
FBgn0035298,156,141,375,115,303,426,455,426
FBgn0035300,4,0,0,0,0,1,0,4
FBgn0035299,0,0,0,0,0,0,0,0
FBgn0027547,264,111,445,209,609,440,738,648
FBgn0002872,31,25,103,28,114,70,154,114
FBgn0035293,0,0,0,0,0,0,0,0
FBgn0035290,310,279,1187,368,347,748,826,716
FBgn0035287,166,85,441,128,354,238,588,512
FBgn0042712,95,93,235,86,265,167,351,294
FBgn0004636,296,184,617,332,932,652,832,733
FBgn0035282,12,4,49,21,21,25,17,14
FBgn0035281,20,12,18,8,34,20,26,22
FBgn0035313,4,2,2,0,5,2,4,2
FBgn0035315,0,0,0,1,2,0,0,0
FBgn0035317,26,16,54,14,46,45,74,60
FBgn0040507,24,14,48,26,52,35,150,120
FBgn0052301,2,0,0,0,2,2,4,4
FBgn0052305,2,0,12,2,4,8,11,6
FBgn0015359,54,30,73,16,97,69,115,92
FBgn0035323,24,9,30,6,54,28,54,32
FBgn0035325,0,0,2,0,0,0,0,0
FBgn0052304,0,0,0,0,0,0,0,0
FBgn0052302,0,0,0,0,0,0,2,0
FBgn0052303,0,0,0,0,0,0,0,0
FBgn0035328,0,2,2,0,14,6,26,24
FBgn0035332,0,0,0,0,0,0,0,0
FBgn0035334,57,38,112,72,183,111,211,173
FBgn0035336,21,10,78,26,119,51,107,86
FBgn0052298,0,0,0,0,0,0,0,0
FBgn0052299,0,0,0,0,0,0,0,0
FBgn0035337,6,6,18,10,34,21,16,24
FBgn0035335,24,14,54,22,88,47,90,76
FBgn0035333,580,341,1281,505,1188,1032,2209,1786
FBgn0041709,6,2,2,0,34,16,20,18
FBgn0000543,104,86,165,92,163,181,298,240
FBgn0015360,191,141,357,175,306,323,586,486
FBgn0035321,183,94,451,177,457,336,796,638
FBgn0035318,39,22,99,37,76,56,139,86
FBgn0035316,2,2,6,4,0,0,0,1
FBgn0026593,108,105,274,76,279,209,306,242
FBgn0035312,0,0,2,0,0,0,3,0
FBgn0035311,0,0,0,0,0,0,0,0
FBgn0026570,35,10,43,38,69,50,39,64
FBgn0035309,16,8,12,4,24,4,27,30
FBgn0035308,101,46,141,35,93,109,159,130
FBgn0035346,176,110,299,121,377,327,539,468
FBgn0016794,295,209,428,187,554,425,845,714
FBgn0062517,1,1,0,0,6,0,3,4
FBgn0035355,6,4,21,9,4,6,16,21
FBgn0035356,22,15,58,14,39,59,65,62
FBgn0035357,9,6,23,5,59,31,57,51
FBgn0035359,58,43,99,36,110,104,200,192
FBgn0035360,6,6,13,21,40,52,47,36
FBgn0053233,85,21,208,45,222,230,335,276
FBgn0053234,90,41,190,71,192,204,383,310
FBgn0020509,2,4,1,0,4,4,8,4
FBgn0052296,668,327,1072,417,1142,956,1605,1370
FBgn0027082,19,14,47,10,65,51,74,73
FBgn0035358,6,3,51,8,54,41,81,64
FBgn0011828,442,282,1071,377,676,583,1670,1264
FBgn0028504,18,22,50,25,40,48,89,86
FBgn0010909,1539,925,2550,914,3381,2764,4150,3658
FBgn0010905,1962,1074,4028,1405,4221,3149,7052,6021
FBgn0260480,18,12,39,10,24,20,32,46
FBgn0035348,595,426,3172,785,2223,2178,2613,2380
FBgn0035344,70,59,225,94,218,220,343,303
FBgn0035343,16,13,23,4,20,22,52,44
FBgn0035370,98,55,184,102,197,148,281,220
FBgn0044452,724,507,1312,506,1271,1230,1863,1422
FBgn0035374,50,38,94,42,145,74,198,134
FBgn0035375,70,38,133,50,109,89,212,154
FBgn0035382,16,16,39,20,44,26,74,64
FBgn0035383,197,93,284,78,292,281,261,217
FBgn0035384,0,0,0,0,0,0,0,0
FBgn0035385,46,14,142,47,138,87,187,170
FBgn0035388,232,151,515,169,610,456,855,757
FBgn0040308,18,10,40,6,39,32,40,54
FBgn0052485,95,51,234,93,252,198,406,389
FBgn0035392,52,28,121,19,120,121,157,161
FBgn0035393,8,6,17,4,27,18,42,44
FBgn0035397,882,492,1560,635,1928,1750,2616,2282
FBgn0035390,102,59,214,91,243,163,327,298
FBgn0004372,0,2,0,0,0,0,2,0
FBgn0052487,0,4,2,0,0,0,2,0
FBgn0052488,0,2,2,4,2,2,0,0
FBgn0052846,38,31,113,24,90,102,194,155
FBgn0035380,17,14,53,8,51,44,79,76
FBgn0035379,12,5,38,15,55,38,111,58
FBgn0035372,92,35,131,63,163,110,236,175
FBgn0035371,347,164,762,346,738,490,1160,929
FBgn0003938,0,0,0,2,3,4,2,0
FBgn0052288,0,0,0,0,0,0,0,0
FBgn0052289,0,0,0,0,0,0,0,0
FBgn0052287,0,0,0,0,0,0,0,0
FBgn0052285,0,0,0,0,0,0,0,0
FBgn0052286,0,0,0,0,0,0,0,0
FBgn0035401,23,21,81,28,97,67,147,82
FBgn0035405,66,30,81,38,100,76,160,113
FBgn0024194,16,16,58,29,26,31,41,42
FBgn0052280,70,48,122,54,145,71,112,109
FBgn0052278,40,40,153,90,159,106,216,193
FBgn0052281,18,23,59,22,69,64,92,51
FBgn0052284,2,2,2,2,5,2,4,9
FBgn0035412,0,0,0,0,0,0,2,3
FBgn0035413,0,0,0,0,0,2,4,0
FBgn0001233,11595,5808,16459,6892,41533,75672,63430,52328
FBgn0035421,50,26,119,80,152,111,239,228
FBgn0035423,123,83,236,159,469,345,388,402
FBgn0035424,2075,1105,3912,1455,4025,3095,6196,5255
FBgn0035427,2,0,4,0,2,10,8,3
FBgn0035428,0,0,0,2,2,0,0,0
FBgn0035429,0,0,0,2,4,4,2,4
FBgn0035430,0,0,0,0,2,0,4,0
FBgn0035432,242,124,570,184,551,363,868,698
FBgn0052279,0,0,0,0,1,2,4,2
FBgn0052283,0,2,2,0,0,0,0,0
FBgn0052282,22,12,138,44,34,28,104,114
FBgn0035434,134,105,331,231,164,273,339,271
FBgn0035436,0,0,0,0,2,0,2,1
FBgn0035438,423,194,693,319,892,735,993,804
FBgn0035439,65,30,74,24,309,229,281,249
FBgn0004167,3111,1696,5648,2391,6814,4897,10826,8913
FBgn0035443,6,10,14,14,30,48,73,54
FBgn0035444,38,41,120,36,80,61,125,121
FBgn0035445,17,10,34,26,60,53,134,128
FBgn0027616,897,598,1771,652,1749,1361,2891,2445
FBgn0052268,0,0,2,0,0,0,0,6
FBgn0052274,0,0,0,0,0,0,0,0
FBgn0035440,60,48,91,52,96,123,204,152
FBgn0035437,303,179,574,238,673,505,1127,915
FBgn0035435,6,6,19,6,16,19,10,12
FBgn0035431,0,0,20,0,10,10,10,21
FBgn0035425,115,62,236,99,265,191,473,393
FBgn0035422,1792,1206,2170,778,5040,3960,3678,2944
FBgn0035420,277,203,638,268,556,512,1037,806
FBgn0053160,12,2,23,0,17,26,23,20
FBgn0052277,10,0,27,8,23,15,24,28
FBgn0053159,14,6,8,6,19,27,32,14
FBgn0052271,39,35,64,43,81,80,119,79
FBgn0047135,141,108,273,108,518,414,425,396
FBgn0035415,8,6,8,10,18,37,34,18
FBgn0035414,12,8,22,20,47,41,22,45
FBgn0035410,89,31,112,52,109,120,147,157
FBgn0035409,6,2,9,0,10,4,10,5
FBgn0035407,43,15,65,18,68,56,75,83
FBgn0035402,124,85,295,95,250,268,466,307
FBgn0035400,708,365,1530,683,1507,1093,2576,2434
FBgn0026189,555,317,1323,412,1171,779,1774,1555
FBgn0052273,3,0,2,0,1,2,0,2
FBgn0035398,28,14,64,27,37,31,70,60
FBgn0052272,0,0,0,0,2,0,0,1
FBgn0005640,600,294,1216,475,1694,1214,2280,2183
FBgn0035452,26,26,55,6,40,18,52,25
FBgn0035453,11,10,15,6,6,7,3,4
FBgn0035455,2,0,2,0,0,3,4,2
FBgn0040694,0,0,0,0,0,0,0,0
FBgn0001254,4,0,12,0,6,8,5,15
FBgn0052267,14,8,29,16,61,35,34,52
FBgn0035449,70,48,163,80,176,130,307,267
FBgn0026259,480,340,916,348,1194,862,1710,1424
FBgn0014388,431,230,915,362,1578,741,1716,1559
FBgn0052266,5,8,18,4,10,10,10,18
FBgn0035462,36,28,72,34,40,51,57,55
FBgn0035464,90,64,241,88,264,188,380,308
FBgn0004888,631,455,1383,596,2017,1939,2260,1973
FBgn0004875,2232,1111,4244,1560,4031,2900,6418,5616
FBgn0064227,31,18,97,53,118,66,148,127
FBgn0013751,22,13,57,15,43,33,53,48
FBgn0026592,212,167,574,277,734,553,1023,1010
FBgn0035469,16,14,64,25,90,76,143,115
FBgn0035471,138,82,224,118,336,271,372,418
FBgn0041147,16,7,58,16,29,27,59,41
FBgn0004910,135,65,349,199,393,288,453,478
FBgn0035473,165,73,293,137,430,294,559,515
FBgn0035470,25,12,75,28,73,30,141,121
FBgn0035468,0,0,4,0,6,2,8,8
FBgn0015585,7,0,14,4,18,12,19,17
FBgn0052263,0,0,2,0,0,0,3,0
FBgn0052262,22,20,57,22,57,39,85,75
FBgn0035461,16,16,50,12,66,43,107,51
FBgn0052264,2227,1182,4487,1642,3931,3270,6109,5324
FBgn0035458,10,4,36,7,28,25,43,45
FBgn0035490,55,27,95,26,145,93,136,141
FBgn0042179,4,2,14,6,0,2,2,4
FBgn0000449,0,0,0,2,4,6,2,2
FBgn0052259,10,0,21,8,31,24,44,37
FBgn0035495,961,502,2680,1311,3013,2230,4340,4204
FBgn0035496,2,4,0,0,23,14,7,8
FBgn0035498,470,303,944,368,1083,781,1539,1350
FBgn0028484,399,300,861,322,841,627,1311,1084
FBgn0003206,106,68,233,80,266,262,387,362
FBgn0004552,0,0,4,0,5,3,2,4
FBgn0052260,10,2,14,6,42,32,75,52
FBgn0035501,171,135,383,116,311,246,431,407
FBgn0040696,2,0,12,9,8,4,16,16
FBgn0003710,206,131,469,217,712,413,1136,1029
FBgn0035513,15,6,32,4,26,26,28,19
FBgn0035515,57,22,92,47,130,109,136,136
FBgn0011692,0,0,5,2,3,14,10,6
FBgn0035517,44,30,68,44,112,47,121,108
FBgn0035519,170,137,333,153,326,279,497,435
FBgn0035521,66,50,222,78,207,180,413,299
FBgn0035522,2,0,4,0,1,4,6,0
FBgn0035523,124,67,238,121,340,210,423,354
FBgn0035526,345,191,636,243,911,682,1070,935
FBgn0015829,29,21,64,16,88,82,131,110
FBgn0041630,285,171,603,298,361,247,561,440
FBgn0035529,64,32,94,30,97,92,111,93
FBgn0035528,71,52,160,67,175,144,220,172
FBgn0035524,20,10,38,20,72,78,98,55
FBgn0035520,35,6,58,32,95,68,86,85
FBgn0035518,76,42,134,29,162,155,217,186
FBgn0041171,577,335,1085,439,1128,948,1809,1497
FBgn0001257,81,20,188,90,443,254,378,285
FBgn0052252,6,0,4,10,21,7,20,14
FBgn0035512,12,10,20,12,18,31,36,29
FBgn0035511,9,6,13,2,9,10,11,8
FBgn0035510,22,13,34,12,28,18,31,30
FBgn0035508,6,12,35,18,24,32,42,57
FBgn0028664,64,54,130,64,139,161,261,281
FBgn0040697,262,163,606,191,535,465,1242,980
FBgn0035505,621,357,1574,582,1769,1291,2800,2538
FBgn0035504,186,70,275,93,222,275,465,405
FBgn0011653,0,0,2,0,0,0,2,2
FBgn0004574,607,392,1466,679,1133,953,2303,1741
FBgn0035499,628,349,910,411,1118,927,1524,1335
FBgn0004516,863,590,2530,1020,1842,1374,3727,2930
FBgn0016013,68,56,188,59,120,164,331,260
FBgn0024179,345,166,631,282,617,492,1091,858
FBgn0035491,4,0,4,4,4,1,0,2
FBgn0035488,225,119,380,112,372,340,599,487
FBgn0052251,4,4,5,2,4,0,19,8
FBgn0052250,72,50,180,46,136,98,246,183
FBgn0035534,26,6,44,19,54,44,50,47
FBgn0035539,45,42,132,54,87,48,174,108
FBgn0035540,67,64,173,60,279,170,299,318
FBgn0035542,887,570,1845,812,2037,1286,2884,2430
FBgn0035543,8,0,2,2,7,6,8,10
FBgn0000038,1007,526,2169,679,2068,1549,3347,2943
FBgn0035544,238,123,321,127,521,173,637,473
FBgn0035545,0,0,0,0,0,0,0,0
FBgn0052249,2,0,0,0,0,0,0,2
FBgn0052248,0,0,0,0,0,0,0,0
FBgn0035550,0,0,0,0,2,0,10,6
FBgn0035551,0,0,0,0,0,0,0,0
FBgn0035552,0,0,0,0,0,0,0,0
FBgn0035557,6,6,22,10,52,52,116,80
FBgn0035558,179,118,382,125,453,320,643,577
FBgn0052246,26,10,45,6,42,39,67,44
FBgn0015805,94,73,216,102,314,175,527,465
FBgn0035563,4,2,4,0,0,4,0,4
FBgn0052243,24,19,52,19,93,148,83,103
FBgn0014073,298,145,543,180,492,528,808,634
FBgn0035555,0,0,0,0,4,2,0,6
FBgn0035554,0,2,0,1,0,0,0,2
FBgn0035553,31,14,45,26,7,4,14,8
FBgn0052241,0,0,0,0,0,4,0,0
FBgn0040699,0,0,0,0,0,0,0,0
FBgn0035548,0,0,0,0,0,0,0,1
FBgn0035547,0,0,0,0,0,0,0,0
FBgn0035546,0,0,0,0,0,0,0,0
FBgn0035541,34,19,44,16,93,51,56,47
FBgn0052240,0,0,0,0,4,4,0,2
FBgn0035538,1461,722,3157,1519,2933,2511,4545,4106
FBgn0035537,6,2,6,6,19,8,22,16
FBgn0035533,526,264,1071,463,1439,978,1884,1785
FBgn0035532,18,6,38,20,54,34,67,52
FBgn0066365,4,0,8,2,97,82,167,120
FBgn0052238,14,10,18,8,31,26,45,41
FBgn0035574,416,214,774,287,943,769,1392,991
FBgn0042199,2,2,2,4,8,2,6,5
FBgn0035572,6,0,14,8,8,2,8,16
FBgn0027085,82,62,213,74,203,154,273,278
FBgn0035581,28,10,40,6,36,30,61,30
FBgn0035582,0,0,4,0,0,0,0,0
FBgn0035583,23,23,38,22,8,2,8,6
FBgn0028699,179,63,421,176,236,213,541,404
FBgn0047330,0,0,0,0,0,0,0,0
FBgn0052237,32,10,27,10,5,2,0,4
FBgn0035578,14,16,62,27,49,23,84,60
FBgn0035577,25,15,54,20,69,82,158,105
FBgn0042131,13,2,22,6,15,13,21,24
FBgn0035575,22,12,79,38,35,32,149,88
FBgn0035571,6,2,16,2,7,9,13,21
FBgn0035570,2,4,10,2,2,4,5,10
FBgn0035569,2,0,4,6,8,10,8,4
FBgn0035568,0,0,2,0,2,0,0,2
FBgn0035567,0,0,0,0,0,0,0,0
FBgn0046793,13,2,20,3,16,12,15,26
FBgn0035585,8,2,4,2,15,12,18,15
FBgn0052232,18,19,39,9,47,32,76,60
FBgn0035584,4,6,23,10,14,20,40,20
FBgn0005775,416,226,1088,397,1059,868,1734,1380
FBgn0030234,50,18,102,91,128,90,137,118
FBgn0040850,25,6,38,10,32,27,54,39
FBgn0030237,144,81,360,221,379,264,671,621
FBgn0030239,48,44,91,52,144,179,135,127
FBgn0030240,215,98,329,145,336,376,670,633
FBgn0030243,937,522,1662,597,1622,1307,2633,2169
FBgn0030244,6,4,20,5,9,18,18,21
FBgn0030247,2,0,6,2,0,0,0,2
FBgn0003965,105,117,265,94,573,374,475,389
FBgn0030251,453,333,675,267,1356,941,2610,2121
FBgn0030257,17,18,28,12,20,30,32,32
FBgn0030261,36,26,42,34,86,221,67,70
FBgn0030260,4,8,36,6,34,33,30,42
FBgn0030259,22,10,70,32,49,28,82,59
FBgn0030258,131,50,245,136,180,181,417,367
FBgn0021742,13,9,6,2,18,21,15,18
FBgn0052670,8,0,4,2,14,14,10,18
FBgn0052671,0,0,0,2,4,0,2,2
FBgn0030246,268,153,328,112,432,400,637,522
FBgn0017561,306,214,402,117,239,82,374,299
FBgn0030245,258,168,579,226,870,986,1450,1219
FBgn0030242,6,2,21,6,18,20,60,69
FBgn0030241,3,2,13,4,6,8,25,31
FBgn0003321,515,259,924,315,1265,1086,1512,1383
FBgn0052669,73,30,116,31,98,136,172,176
FBgn0003360,3216,1598,5603,2696,8830,6086,10965,9826
FBgn0025111,24,18,29,4,50,45,51,49
FBgn0030263,0,0,0,0,0,0,0,0
FBgn0027498,0,0,0,0,0,0,0,0
FBgn0015245,1134,726,2218,931,4754,4137,6378,5584
FBgn0028686,159,103,267,124,318,296,443,332
FBgn0030269,68,32,102,34,162,121,224,143
FBgn0030271,47,30,93,39,70,50,113,81
FBgn0030272,155,104,400,222,322,244,627,560
FBgn0030274,121,80,174,62,262,218,314,306
FBgn0030276,526,331,1006,461,1179,926,1640,1428
FBgn0030278,0,0,0,0,2,0,0,0
FBgn0030280,0,0,0,0,6,0,0,2
FBgn0030283,0,2,2,2,9,6,18,2
FBgn0030286,1085,658,1922,880,2330,1724,3759,3265
FBgn0030290,2,0,0,0,2,0,4,4
FBgn0030291,8,6,16,2,26,24,32,34
FBgn0030292,99,66,139,63,236,176,290,277
FBgn0030293,344,215,599,235,806,688,973,913
FBgn0000499,196,100,398,148,442,434,748,638
FBgn0004864,304,184,554,183,612,600,918,772
FBgn0030289,191,161,348,170,339,219,609,513
FBgn0028421,376,241,897,326,939,624,1581,1471
FBgn0001491,32,15,33,14,51,47,42,35
FBgn0003411,0,0,0,0,0,0,1,0
FBgn0030277,2,6,2,2,2,3,2,4
FBgn0026268,187,141,219,92,167,174,294,276
FBgn0052668,71,30,104,27,126,70,130,128
FBgn0020255,245,150,466,252,847,814,950,843
FBgn0030270,4,0,0,4,1,4,1,3
FBgn0052667,0,0,0,0,0,0,0,0
FBgn0030268,521,268,953,337,1022,737,1645,1496
FBgn0010391,252,173,409,139,558,378,597,567
FBgn0030266,1976,1081,2949,1081,3325,2833,5636,4445
FBgn0027359,50,28,76,58,176,104,197,129
FBgn0030296,13,6,17,8,25,19,22,36
FBgn0001145,2436,1521,5674,2600,4290,3145,10404,8744
FBgn0030300,80,53,188,96,167,126,278,252
FBgn0030301,78,56,274,107,349,205,467,405
FBgn0030304,318,221,747,361,675,526,1812,1624
FBgn0030305,40,48,94,31,108,78,98,131
FBgn0030306,81,78,138,70,167,108,158,132
FBgn0052666,705,406,932,399,2214,1227,2084,1763
FBgn0030310,61,118,100,60,87,80,111,83
FBgn0030311,0,0,0,0,0,0,0,0
FBgn0030313,15,6,22,6,2,0,0,0
FBgn0030314,56,32,112,34,129,90,198,127
FBgn0030316,40,60,167,40,137,147,284,147
FBgn0019660,32,10,1213,553,55,19,1998,2026
FBgn0002948,90,51,256,93,83,56,175,150
FBgn0030318,116,65,175,74,180,116,314,287
FBgn0030321,188,108,227,147,387,230,376,280
FBgn0002723,221,141,459,197,592,497,836,659
FBgn0004370,914,493,1731,598,1900,1432,3270,2718
FBgn0014133,1882,1155,3071,1200,3877,3226,5069,4333
FBgn0030326,4,6,23,8,6,8,12,16
FBgn0030323,38,32,68,26,76,65,131,105
FBgn0030320,109,80,313,138,365,290,545,467
FBgn0030319,7,0,9,6,14,8,12,7
FBgn0030317,2637,1522,4242,1491,4386,3073,5039,4403
FBgn0000618,10,2,22,2,26,28,9,10
FBgn0027259,7,14,14,0,8,12,12,14
FBgn0003277,925,583,1328,634,1626,1277,2313,1888
FBgn0030309,152,95,246,93,406,279,514,381
FBgn0030307,0,0,6,0,4,2,2,2
FBgn0030298,0,0,0,0,0,0,0,0
FBgn0045502,0,0,0,0,0,0,0,0
FBgn0030297,0,0,4,2,9,6,8,9
FBgn0030329,240,182,482,170,474,422,719,624
FBgn0030330,127,91,339,118,346,248,490,408
FBgn0030331,2,4,10,4,24,22,29,33
FBgn0002577,0,4,0,0,18,26,4,8
FBgn0030334,2,9,12,1,46,21,24,14
FBgn0030339,22,16,18,23,12,18,50,38
FBgn0030343,466,255,797,295,768,549,1315,1029
FBgn0030345,30,29,127,38,106,109,233,155
FBgn0030347,82,49,150,50,199,210,273,276
FBgn0030350,112,71,222,94,373,258,305,339
FBgn0030351,8,6,20,10,30,18,27,23
FBgn0030352,21,14,48,20,64,50,76,102
FBgn0030360,34,29,103,22,121,66,174,165
FBgn0030362,251,244,508,142,331,271,530,546
FBgn0030361,56,20,138,38,103,71,201,162
FBgn0001083,60,37,193,68,236,155,357,271
FBgn0030359,15,10,9,8,25,22,19,26
FBgn0003865,0,0,0,0,0,0,0,0
FBgn0000808,0,0,13,4,0,0,4,8
FBgn0030358,292,175,656,277,661,460,1228,1043
FBgn0030357,35,21,58,24,99,62,94,100
FBgn0052660,0,0,0,0,0,0,0,0
FBgn0030356,0,0,0,0,0,6,0,4
FBgn0030354,298,188,513,216,654,483,980,738
FBgn0030349,1372,735,2350,817,1475,979,1901,1630
FBgn0030348,22,8,28,8,38,38,79,71
FBgn0030346,54,29,146,76,125,104,214,170
FBgn0030344,163,97,284,156,306,309,518,422
FBgn0030342,46,36,122,43,138,91,186,171
FBgn0030341,83,53,181,79,189,188,221,183
FBgn0030340,4,0,2,0,2,2,6,0
FBgn0030338,0,0,0,0,0,0,0,0
FBgn0001218,1667,1423,3015,1263,5884,6169,7363,6420
FBgn0004511,35,34,18,16,121,76,101,107
FBgn0030332,46,24,130,50,183,117,224,207
FBgn0030328,695,351,1298,552,1444,1070,2209,1661
FBgn0030327,223,151,480,199,361,254,735,571
FBgn0030364,125,66,203,113,346,244,442,352
FBgn0030365,60,36,92,22,94,70,147,122
FBgn0030369,6,2,4,0,20,6,18,12
FBgn0052657,0,0,2,0,0,3,4,2
FBgn0040859,2,0,2,4,12,9,2,4
FBgn0030376,0,1,2,0,6,0,0,18
FBgn0052655,25,11,48,19,80,43,63,58
FBgn0030377,18,9,35,14,44,46,71,58
FBgn0030375,0,2,2,2,0,4,0,0
FBgn0030374,0,0,0,0,1,0,0,0
FBgn0030373,2,0,0,0,0,0,0,0
FBgn0030370,0,2,0,0,2,0,0,0
FBgn0030367,34,30,138,70,119,110,232,175
FBgn0030366,860,440,1750,775,1947,1426,2912,2696
FBgn0043001,3,6,7,6,20,17,16,17
FBgn0030384,0,0,0,0,0,0,0,0
FBgn0030386,0,0,0,2,0,0,4,2
FBgn0030389,0,0,0,2,0,0,2,0
FBgn0030394,0,0,0,0,2,0,0,0
FBgn0002562,58,113,468,16,0,0,2,0
FBgn0030396,40,33,58,30,124,67,156,125
FBgn0030398,9,8,42,12,86,63,121,97
FBgn0052654,1920,1133,3356,1149,3377,2766,5596,4692
FBgn0030407,4,4,12,16,41,11,36,27
FBgn0030408,8,6,15,9,13,10,20,24
FBgn0030406,37,23,83,27,159,88,130,147
FBgn0030403,133,123,287,143,422,270,700,467
FBgn0030400,576,329,1297,400,1401,1131,2038,1868
FBgn0030395,0,2,0,0,2,3,4,4
FBgn0030391,36,48,144,54,137,139,229,247
FBgn0030390,0,0,3,0,2,2,2,0
FBgn0052651,0,0,0,0,0,0,2,0
FBgn0030385,2,0,2,0,4,6,6,2
FBgn0030409,4,2,0,2,0,0,4,0
FBgn0030411,32,14,30,18,72,51,68,83
FBgn0030412,2184,1166,4659,1642,4999,3582,8310,7168
FBgn0015024,611,387,1521,704,1862,1452,2385,2059
FBgn0030417,104,40,181,66,254,182,348,279
FBgn0030418,29,21,88,40,94,41,109,73
FBgn0030421,204,98,429,147,546,382,753,685
FBgn0030425,269,324,612,242,1057,771,844,720
FBgn0030433,18,12,56,16,82,72,101,94
FBgn0030435,70,56,202,74,151,82,231,224
FBgn0030434,82,47,118,34,179,129,298,181
FBgn0030432,112,93,260,71,344,261,555,428
FBgn0030431,78,49,110,62,169,112,198,170
FBgn0052649,124,70,201,100,224,119,348,257
FBgn0052650,2,0,2,2,0,2,0,6
FBgn0030429,14,16,49,11,70,78,110,107
FBgn0052647,839,505,1611,723,3721,2050,3255,3397
FBgn0030420,70,38,181,70,213,204,326,286
FBgn0020513,2526,2292,4554,1873,5981,7232,6102,5186
FBgn0030410,8,16,24,4,23,16,41,42
FBgn0052642,0,0,3,0,6,6,2,2
FBgn0052644,0,0,0,0,0,0,0,0
FBgn0030438,0,0,0,0,0,0,0,0
FBgn0052643,0,0,0,0,0,0,0,0
FBgn0030441,10,0,14,7,23,12,18,20
FBgn0030447,48,22,59,24,110,52,110,115
FBgn0030451,7,0,10,2,7,17,20,12
FBgn0030452,4,0,7,6,9,15,5,18
FBgn0052645,57,9,34,16,60,22,73,51
FBgn0030456,45,16,104,34,76,88,145,127
FBgn0030457,53,34,104,44,147,91,142,157
FBgn0052640,4,0,2,0,0,0,1,1
FBgn0052641,0,0,10,2,22,5,23,15
FBgn0029133,137,85,248,106,363,283,474,484
FBgn0004456,209,85,412,153,446,430,697,625
FBgn0030462,1,0,2,0,0,7,1,0
FBgn0052639,4,4,8,7,13,8,17,13
FBgn0030460,30,23,57,26,66,46,103,86
FBgn0030459,0,0,0,0,8,6,2,5
FBgn0025463,116,78,223,109,274,204,313,254
FBgn0030455,0,0,2,0,0,0,4,4
FBgn0052638,106,57,197,110,301,237,341,313
FBgn0030449,0,2,8,2,6,9,5,14
FBgn0010303,810,497,1269,490,1696,1373,2529,2152
FBgn0030443,26,13,22,9,31,14,28,51
FBgn0030440,17,10,40,20,53,26,33,44
FBgn0030439,0,0,14,14,2,2,2,0
FBgn0030437,14,10,39,15,35,41,62,70
FBgn0000346,659,380,1573,702,1289,1072,2635,2283
FBgn0030465,52,37,89,43,79,62,152,117
FBgn0030466,194,117,428,127,487,341,772,608
FBgn0030468,39,30,131,55,195,144,184,159
FBgn0040309,504,420,813,354,1296,1074,1349,1144
FBgn0052636,15,8,24,0,80,90,20,20
FBgn0030474,67,42,135,48,194,147,273,189
FBgn0030477,15,4,19,8,25,44,44,28
FBgn0030478,949,603,1879,718,2476,2409,3205,2701
FBgn0030480,4,4,22,6,31,19,26,18
FBgn0030481,113,72,167,72,328,222,239,260
FBgn0030482,398,304,779,167,1661,2233,2776,2337
